,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,credit_limit_bins,Customer_Age_bins,Total_Revolving_Bal_bins,Dependent_count_bins,Months_on_book_bins,Months_Inactive_12_mon_bins,Total_Relationship_Count_bins,Contacts_Count_12_mon_bins,Total_Trans_Amt_bins,Avg_Open_To_Buy_bins,Total_Amt_Chng_Q4_Q1_bins,Total_Ct_Chng_Q4_Q1_bins,Total_Trans_Ct_bins,Avg_Utilization_Ratio_bins
8841,Existing Customer,F,Post-Graduate,Single,$40K - $60K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8842,Existing Customer,M,High School,Unknown,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,13 - 27,4 - 6,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8843,Existing Customer,M,High School,Single,$80K - $120K,Blue,mid,43 - 57,mid,0 - 2,43 - 56,4 - 6,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8844,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8845,Existing Customer,F,Unknown,Married,Unknown,Blue,low,26 - 42,low,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8846,Existing Customer,F,Unknown,Single,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8847,Existing Customer,M,Graduate,Unknown,Less than $40K,Blue,low,43 - 57,high,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.6 - 1
8848,Existing Customer,M,Post-Graduate,Married,$120K +,Silver,high,43 - 57,high,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8849,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8850,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,mid,43 - 57,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8851,Existing Customer,M,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8852,Existing Customer,F,Unknown,Single,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8853,Existing Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8854,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8855,Existing Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8856,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,high,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8857,Attrited Customer,M,High School,Married,$120K +,Blue,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
8858,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8859,Attrited Customer,M,Post-Graduate,Married,$80K - $120K,Silver,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
8860,Existing Customer,M,Graduate,Single,$60K - $80K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8861,Existing Customer,M,College,Single,$120K +,Blue,low,43 - 57,high,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8862,Existing Customer,M,Graduate,Divorced,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8863,Attrited Customer,M,Post-Graduate,Married,$40K - $60K,Platinum,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
8864,Attrited Customer,F,Unknown,Single,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
8865,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8866,Existing Customer,M,Uneducated,Single,$120K +,Blue,high,26 - 42,mid,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8867,Existing Customer,M,High School,Single,$80K - $120K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8868,Existing Customer,M,Uneducated,Married,$120K +,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8869,Existing Customer,M,Doctorate,Married,$120K +,Blue,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8870,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8871,Existing Customer,M,Uneducated,Married,$120K +,Blue,mid,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8872,Existing Customer,M,College,Married,$120K +,Gold,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8873,Existing Customer,F,High School,Divorced,$40K - $60K,Silver,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8874,Existing Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8875,Existing Customer,F,High School,Single,Less than $40K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8876,Existing Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8877,Existing Customer,M,Unknown,Married,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8878,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8879,Existing Customer,M,Graduate,Divorced,$60K - $80K,Silver,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8880,Attrited Customer,M,High School,Single,$120K +,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
8881,Attrited Customer,M,College,Single,$80K - $120K,Blue,mid,43 - 57,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
8882,Attrited Customer,M,Graduate,Divorced,$40K - $60K,Silver,mid,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
8883,Existing Customer,F,Graduate,Married,Less than $40K,Gold,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8884,Existing Customer,M,Graduate,Single,$120K +,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8885,Existing Customer,M,High School,Single,$80K - $120K,Blue,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8886,Existing Customer,F,Doctorate,Married,Less than $40K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8887,Existing Customer,M,College,Married,$60K - $80K,Gold,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8888,Attrited Customer,M,Post-Graduate,Single,$80K - $120K,Blue,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
8889,Existing Customer,M,Graduate,Single,Unknown,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8890,Existing Customer,M,Graduate,Single,$120K +,Blue,high,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8891,Existing Customer,M,High School,Married,$120K +,Gold,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8892,Existing Customer,M,Uneducated,Single,$120K +,Blue,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8893,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8894,Existing Customer,M,High School,Unknown,$80K - $120K,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8895,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8896,Existing Customer,M,Uneducated,Married,$120K +,Blue,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8897,Existing Customer,M,Graduate,Single,$120K +,Platinum,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8898,Existing Customer,F,College,Married,Unknown,Blue,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8899,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8900,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,43 - 57,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8901,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8902,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8903,Attrited Customer,F,Graduate,Single,Unknown,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
8904,Existing Customer,F,Uneducated,Married,Less than $40K,Gold,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8905,Attrited Customer,M,Graduate,Single,$120K +,Blue,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
8906,Existing Customer,M,Graduate,Married,$120K +,Blue,high,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8907,Existing Customer,F,Doctorate,Married,$40K - $60K,Silver,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8908,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,high,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8909,Existing Customer,M,Post-Graduate,Married,$80K - $120K,Blue,mid,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8910,Existing Customer,F,College,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8911,Attrited Customer,M,Unknown,Single,$120K +,Silver,high,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
8912,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8913,Existing Customer,M,Uneducated,Divorced,$60K - $80K,Blue,high,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8914,Existing Customer,M,High School,Single,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8915,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8916,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8917,Existing Customer,F,High School,Single,Unknown,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8918,Existing Customer,M,Graduate,Single,$60K - $80K,Silver,high,57 +,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8919,Existing Customer,M,Graduate,Single,$60K - $80K,Gold,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8920,Existing Customer,M,College,Single,$120K +,Blue,mid,26 - 42,low,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8921,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,43 - 57,mid,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8922,Existing Customer,M,Graduate,Single,$120K +,Silver,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8923,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,low,43 - 57,high,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8924,Existing Customer,F,High School,Single,Unknown,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8925,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8926,Existing Customer,M,College,Single,$80K - $120K,Silver,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8927,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8928,Attrited Customer,M,Unknown,Single,$60K - $80K,Blue,mid,26 - 42,low,3 - 5,28 - 42,1 - 3,4 ,4 - 6,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
8929,Existing Customer,M,Graduate,Divorced,$60K - $80K,Silver,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8930,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.6 - 1
8931,Existing Customer,F,Graduate,Unknown,Less than $40K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8932,Existing Customer,M,Post-Graduate,Single,$60K - $80K,Gold,high,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8933,Existing Customer,F,Uneducated,Married,Unknown,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8934,Existing Customer,M,Unknown,Married,$40K - $60K,Silver,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,97 - 139,0 - 0.3
8935,Existing Customer,M,Uneducated,Single,$120K +,Blue,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8936,Attrited Customer,M,Unknown,Unknown,$40K - $60K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
8937,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8938,Existing Customer,M,High School,Unknown,$80K - $120K,Blue,high,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8939,Existing Customer,M,High School,Divorced,$60K - $80K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8940,Attrited Customer,M,High School,Divorced,$120K +,Blue,mid,43 - 57,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
8941,Existing Customer,M,College,Single,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8942,Existing Customer,F,Post-Graduate,Single,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8943,Existing Customer,M,College,Single,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8944,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8945,Existing Customer,M,College,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8946,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8947,Existing Customer,M,High School,Married,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.6 - 1
8948,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8949,Existing Customer,F,Graduate,Single,Unknown,Silver,high,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,97 - 139,0 - 0.3
8950,Existing Customer,F,High School,Married,$40K - $60K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8951,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8952,Attrited Customer,M,Post-Graduate,Married,$60K - $80K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
8953,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8954,Existing Customer,F,Unknown,Divorced,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8955,Existing Customer,M,Graduate,Divorced,$60K - $80K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8956,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.6 - 1
8957,Existing Customer,F,Doctorate,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.3 - 0.6
8958,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0.6 - 1
8959,Attrited Customer,F,Graduate,Single,Less than $40K,Silver,mid,43 - 57,low,3 - 5,43 - 56,4 - 6,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
8960,Existing Customer,F,Unknown,Married,$40K - $60K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8961,Attrited Customer,M,Post-Graduate,Unknown,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
8962,Existing Customer,M,College,Married,$120K +,Blue,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8963,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8964,Existing Customer,M,Graduate,Single,Unknown,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8965,Existing Customer,M,Unknown,Unknown,$120K +,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,mid,low -mid,low -mid,54 - 96,0 - 0.3
8966,Existing Customer,M,Graduate,Married,$80K - $120K,Silver,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,high,low -mid,low -mid,54 - 96,0 - 0.3
8967,Attrited Customer,M,College,Divorced,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
8968,Existing Customer,M,High School,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,more than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8969,Existing Customer,F,Uneducated,Single,Unknown,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0.3 - 0.6
8970,Existing Customer,M,College,Divorced,$60K - $80K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,97 - 139,0 - 0.3
8971,Existing Customer,F,High School,Married,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
8972,Existing Customer,F,Unknown,Single,Less than $40K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 12492,low,low -mid,low -mid,54 - 96,0 - 0.3
