name,price,size,color,rpm,airflow,noise_level,pwm
LEPA Casino,,120,Transparent,"[600, 1600]","[24.85, 63.91]","[15, 25]",True
LEPA Casino,,120,Transparent,"[600, 1600]","[24.85, 63.91]","[15, 25]",True
LEPA Vortex,,120,Transparent,"[600, 1600]","[24.85, 63.91]","[15, 25]",True
LEPA Vortex,,140,Transparent,"[600, 1600]","[32.04, 62.68]","[15, 20]",True
NZXT FZ,,200,Transparent,700,103,20,False
NZXT FZ,,200,Transparent,700,103,20,False
NZXT FZ,,200,Transparent,700,103,20,False
NZXT FZ,,120,Clear,1200,59.1,26.8,False
BitFenix Spectre,,140,White,"[700, 1800]",56.1,24.2,True
BitFenix Spectre Pro,,230,Black,900,156.27,25.6,False
BitFenix Spectre,,140,Translucent Black,"[700, 1800]",56.1,24.2,True
BitFenix Spectre,,140,Translucent Black,"[700, 1800]",56.1,24.2,True
BitFenix Spectre,,140,Black,1000,47.7,20,False
BitFenix Spectre,,120,Black,1000,43.5,20,False
BitFenix Spectre,,120,Black,1000,43.5,20,False
Silverstone FN,,120,Transparent,1200,58.47,25.15,False
Zalman F2,,92,Transparent,"[1500, 2800]",,"[20, 35]",False
Zalman F3,,120,Transparent,"[1000, 1800]",,"[20, 32]",False
Zalman F3,,120,Transparent,"[1000, 1800]",,"[20, 32]",False
Zalman F2,,92,Transparent,"[1500, 2800]",,"[20, 35]",False
Antec True Quiet,,120,White,"[600, 1000]","[21.2, 35.3]","[8.9, 19.89]",False
Apevia CF12SL-SBL,,120,Blue,1500,50.28,21.1,False
Apevia CF12SL-SGN,,120,Green,1500,50.28,21.1,False
Apevia CF8S-UBL,,80,UV Blue,2000,25.64,22.05,False
BitFenix Spectre,,140,Black,1000,47.7,20,False
BitFenix Spectre,,120,Translucent Black,"[700, 1800]",51.3,22.5,True
BitFenix Spectre,,120,Translucent Black,"[700, 1800]",51.3,22.5,True
BitFenix Spectre Pro,,120,Black,1200,56.22,18.89,False
BitFenix Spectre Pro,,140,Black,1200,86.73,22.8,False
BitFenix Spectre,,140,Black,1000,47.7,20,False
BitFenix Spectre,,140,Black,"[700, 1800]",56.1,24.2,True
BitFenix Spectre Pro,,140,Black,1200,86.73,22.8,False
BitFenix Spectre Pro,,140,White,1200,86.73,22.8,False
BitFenix Spectre Pro,,120,Black,"[500, 1800]",70.52,26.1,True
Corsair SP120 Quiet,,120,Black,1450,37.85,23,True
Evercool FAN-AL8025B,,80,Silver,2500,32.4,,False
Evercool FAN-ALED9225B,,92,Black / Silver,2200,38.4,25,False
Prolimatech Vortex,,140,Black / Silver,"[900, 1600]","[65, 127]","[15, 28]",False
Thermaltake Thunderblade,,92,Black,2850,48.7,37.6,False
Silverstone FN,,120,Transparent,1200,53.24,26.6,False
Delta Electronics FFB1212EHE-F00,,120,Black,4000,190,59,False
Xion Alphawing,,120,Black,1200,51.02,"[19.6, 25.2]",False
Xion Alphawing,,120,Red / Black,1200,51.02,"[19.6, 25.2]",False
Xion Alphawing,,140,Black,1000,59.6,"[18.6, 23.3]",False
be quiet! Shadow Wings,,80,Black,2000,"[26, 44.1]",16.6,True
be quiet! Silent Wings Pure,,80,Black,1800,"[24.7, 42]",17.5,False
be quiet! Silent Wings Pure,,92,Black,1600,"[28.8, 48.9]",18,False
be quiet! Shadow Wings,,80,Black,2000,"[26, 44.1]",15.8,False
be quiet! Shadow Wings,,92,Black,1800,"[32.6, 54.4]",16.9,False
be quiet! Silent Wings 2,,80,Black,2000,26,14.5,False
Apevia CF14S-BK,,140,Black,1200,59.6,29.4,False
Masscool FD08025B1H3/4,,80,Black,4000,52,42,False
Masscool FD12025B1H3/4,,120,Black,2200,81.02,25,False
Antec True Quiet,,140,Black / Yellow,"[500, 800]","[20.3, 32.4]","[9.8, 20]",False
Enermax Cluster Adv,,120,White,"[1200, 1800]","[53.02, 86.69]",,True
Enermax Everest Advance,,120,Transparent,"[1000, 1600]","[46.1, 76]",8,False
Kingwin CF-012LBW,,120,Black / White,950,40,19,False
Nexus D14SL-14,,140,Black / White,1000,46.87,"[15, 20]",False
Masscool BLD12025S1M,,120,Transparent,2000,79.8,38,False
NZXT FX,,120,White,"[1000, 2600]","[35.79, 96]","[22, 36.5]",False
Swiftech HELIX,,120,Black / White,1800,55,33,False
Apevia CF12SL-T4C,,120,Black,1500,50.28,21.1,False
Gelid Solutions Wing,,80,Black / Green,2000,28.1,"[10, 21]",False
Gelid Solutions Wing,,92,Black / Green,2000,39.79,22.5,False
Phanteks F140HP,,140,White / Gray,"[600, 1300]","[40.9, 88.6]","[15.22, 19]",False
Phanteks F140HP,,140,White / Blue,"[600, 1300]","[40.9, 88.6]","[15.22, 19]",False
Phanteks F140HP,,140,White / Red,"[600, 1300]","[40.9, 88.6]","[15.22, 19]",False
Phanteks F140HP,,140,White,"[600, 1300]","[40.9, 88.6]","[15.22, 19]",False
Thermalright TY,,140,Orange,"[600, 2500]","[31.4, 130]","[21, 45]",True
Thermalright TY,,140,Black / White,"[900, 1300]","[28.3, 73.6]","[17, 21]",True
Corsair AF120 Quiet,68.39,120,Black,1500,52.19,25.2,False
Apevia CF308SL-BRD,,80,Black / Red,1500,17.21,20,False
Apevia CF312S-BK,,120,Black,1500,57.67,24.7,False
Enermax T.B. Apollish,,180,Black / Red,"[600, 1200]","[68.6, 123.47]","[15, 20]",False
BitFenix Spectre Pro,,230,Black,900,156.27,25.6,False
ARCTIC F9 Pro,,92,White / Black,2000,39,,False
ARCTIC F12 Pro,,120,White / Black,1500,54,,False
ARCTIC F9 Pro,,120,White / Black,1500,57,,True
Apevia CF14SL-UBL,,140,Translucent Blue,1200,59.6,29.4,False
Scythe Slipstream,,140,Black,"[500, 1700]","[27, 92]","[9.6, 36.4]",True
Scythe Slipstream,,140,Black,1200,65.2,23.2,False
Akasa Piranha,,120,Black / Gray,"[600, 1900]",79.13,"[6.4, 27.2]",True
Apevia 14SL-GN,,140,Green,1200,59.6,29.4,False
Apevia 14SL-RD,,140,Red,1200,59.6,29.4,False
Enermax T.B. Vegas Single,,120,Blue,"[500, 1800]","[20.42, 75.98]","[14, 25]",True
Enermax T.B. Vegas Single,,120,Red,"[500, 1800]","[20.42, 75.98]","[14, 25]",True
NZXT FN V2,,120,Black / White,1200,45,21,False
NZXT FN V2,,140,Black / White,1000,50,21,False
Antec True Quiet,,120,Black / Orange,"[600, 1000]","[21.1, 46.3]","[8.9, 19.9]",False
Antec True Quiet,,120,Black / Orange,"[600, 1000]","[21.1, 46.3]","[8.9, 19.9]",False
Apevia 12S-BK,,120,Black,1500,57.67,24.7,False
Apevia 312S-BK,,120,Black,1500,57.67,24.7,False
BitFenix Spectre Pro All White,,200,White,900,148.72,27.5,False
Enermax UCTP12P,,120,Black,"[500, 1800]","[23.81, 80]","[14, 25]",True
Thermaltake Pure,,120,Black,,40.99,19.5,False
Xigmatek CFS,,120,Black / Green,1400,53.34,14,False
Xigmatek CFS,,120,Black / Blue,1400,53.34,14,False
Xigmatek CFS,,120,Black / Red,1400,53.34,14,False
Xigmatek CFS,,120,Black / Yellow,1400,53.34,14,False
Xigmatek eXTREME OCTAGON,,120,Black / Blue,1400,53.34,14,False
Aerocool DS,,140,Black / Gray,"[1100, 1500]","[71.2, 93.4]","[15.5, 23.4]",False
Antec PRO DBB,,92,Clear,2600,42.4,33,False
Nanoxia Deep Silence,,140,Black / Green,"[650, 1400]",76.5,16.89,True
Nanoxia Deep Silence,,92,Black / Green,"[800, 1400]","[21.5, 23.6]","[7.2, 13.7]",False
Nanoxia Deep Silence,,92,Black / Green,"[400, 1400]",23.6,13.7,True
Rosewill RABF-131209,,120,Black,2000,59.8,37,False
Rosewill RABL-131209B,,120,Black,2000,59.8,36,False
Rosewill RABL-131209R,,120,Black,2000,59.8,36,False
Rosewill RFBL-131411B,,140,Clear,1200,48.7,23,False
Rosewill RFBL-131411R,,140,Clear,1200,48.7,23,False
Rosewill RFTL-131209B,,120,Clear,2000,59.8,36,False
Rosewill RFTL-131409B,,140,Clear,,55.4,21,False
Rosewill RFTL-131409R,,140,Clear,,55.4,21,False
Rosewill RNBL-131209B,,120,Black,2000,59.8,36,False
Rosewill RNBL-131209R,,120,Black,2000,59.8,36,False
Rosewill RNBL-131409B,,140,Black,,55.4,21,False
Rosewill RNBL-131409R,,140,Black,,55.4,21,False
Zalman F2 Plus,,92,Black,2800,47.2,36,False
Phanteks F140SP,,140,Black / White,1200,82.1,19,False
Phanteks F140SP,,140,Black / White,1200,82.1,19,False
Rosewill RFTL-131411B,,140,Transparent,1200,48.7,23,False
Rosewill RFTL-131411R,,140,Transparent,1200,48.7,23,False
Rosewill ROCF-13002,,120,Transparent,1200,38.2,22,False
LEPA LP-BOL12P-BL,,120,Black,"[600, 1600]",81.45,"[8, 18]",True
LEPA LP-BOL12R,,120,Black,1600,81.45,18,False
Antec TRICOOL,,92,Transparent,2200,38,27,False
Corsair SP120,,120,Black / Blue,1650,57.24,26.4,False
Corsair SP120,,120,Black / Green,1650,57.24,26.4,False
Corsair SP140,,140,Black / White,1440,49.49,29.3,False
Corsair SP140,,140,Black / Blue,1440,49.49,29.3,False
Corsair SP120 2-Pack,,120,Black / Blue,1650,57.24,26.4,False
Corsair SP140 2-Pack,,140,Black / Green,1440,49.49,29.3,False
Deepcool GF 140,,140,Black / Green,1200,71.8,"[17.6, 26.7]",True
Deepcool GF 140,,140,Black / Red,1200,71.8,"[17.6, 26.7]",True
Deepcool GS,,120,Gray / White,1800,61.93,"[18.2, 31.4]",True
Deepcool UF,,120,White / Blue,"[500, 1500]",66.3,"[17.6, 27.8]",True
Deepcool UF,,140,White / Blue,"[700, 1200]",71.8,"[17.6, 26.7]",True
Masscool BLD-12025V1G,,120,Black,1500,60,23.5,False
Thermaltake Luna,,140,Black / Red,1000,60.55,21.8,False
Thermaltake Luna,,140,Black / Red,1000,60.55,21.8,False
Zalman F1,,80,Black / Clear,2000,,"[20, 23]",False
Zalman F1 Plus,,80,Black,2000,,"[20, 23]",False
Zalman F2,,92,Black / Clear,1500,,"[20, 23]",False
Zalman F2 Plus,,92,Black,1500,,"[20, 23]",False
Zalman F3,,120,Clear,1200,,"[20, 23]",False
Phanteks F120XP,,120,Black / White,"[500, 1500]","[23, 61.6]","[21, 27]",True
Prolimatech Vortex,,120,White,"[400, 1300]",56,"[7, 17]",True
Prolimatech Vortex,,140,White,"[300, 1000]",98,"[9, 18]",True
Thermaltake Luna,,200,Black / Red,800,129.63,28.2,False
Thermaltake Luna,,200,Black / Red,800,129.63,28.2,False
Thermaltake Pure,,140,Clear,1000,67.02,20,False
Antec 75003,,120,Transparent,2000,79,29.8,False
Antec LED80XFAN,,80,Transparent,2600,34,30,False
Nanoxia Deep Silence,,120,Black / Green,"[1100, 1800]","[34.7, 72.1]","[12.2, 19.89]",False
Nanoxia Deep Silence,,140,Black / Green,"[1100, 1800]","[64.8, 98.3]","[12.3, 20.8]",False
Enermax Twister Storm,,120,Black,"[1500, 3500]","[72.46, 154.53]","[23, 38]",False
Silverstone FQ,,80,White / Blue,"[1200, 2800]","[12, 27.53]","[19, 28.5]",True
Silverstone FW,,120,Blue / White,"[800, 2000]","[13.1, 32.6]","[14.7, 24.6]",True
Rosewill RAWB-131456,,140,Brown / Black,"[500, 1200]",82,"[13, 21.5]",True
Rosewill RAWP-141209,,120,Brown / Black,"[500, 1500]",64.75,"[10, 21.5]",True
Yate Loon D12SL-12,,120,Black / White,1000,36.86,18,False
Scythe GlideStream,,140,Black,"[500, 1300]","[37.37, 97.18]","[13, 30.7]",True
Akasa AK-274CC-4RAS,,120,Clear,1200,38.4,17.5,False
Scythe GlideStream,,140,Black,1600,106,36,False
Aerocool Streamliner,,140,Silver,1000,54.7,"[17, 19.6]",False
Fractal Design Dynamic GP-12,,120,Black / White,1200,52.3,19.39,False
Rosewill RAWR-141209,,120,Brown / Black,"[1000, 1500]","[45.25, 64.75]","[18, 25]",False
EK Vardar F1,,120,Black / Gray,1150,40,23.7,True
EK Vardar F2,,120,Black / Gray,1450,52,25.6,True
EK Furious Vardar FF5,,120,Black,3000,107,42,True
Phanteks F140HP II,,140,White / Black,"[500, 1600]",68.1,25,True
Scythe Slipstream,,120,Black,2000,45.47,37,False
Cougar CFD,,140,Black,1000,64.5,17.89,False
Evercool FAN-EC8015M05CA,,80,Black,3500,"[12.66, 29.58]",34,False
Evercool EC12025M12S,,120,Black,2000,72.94,36,False
Kingwin CFGN-012LB,,120,Clear,950,40,19,False
Kingwin CFW-012LB,,120,Clear,950,40,19,False
Phanteks F140SP,28.98,140,Black / White,1200,82.1,19,False
Rosewill RFA120L-B,,120,Blue,2000,77.26,35.47,False
Thermaltake Luna,,120,Black / Blue,1400,27.53,24,False
Thermaltake Luna Slim,,120,Black / Red,1400,27.53,24,False
Thermaltake Luna Slim,,140,Black / Blue,1200,38.59,24,False
Thermaltake Luna Slim,,140,Black / Red,1200,38.59,24,False
Xigmatek Crystal,,120,Clear,1500,61.37,20,False
Xigmatek Crystal,,120,Clear,1500,61.37,20,False
Xigmatek Crystal,,120,Clear,1500,61.37,20,False
Scythe Slipstream,,120,Black,1600,88.11,33,False
Scythe Slipstream,10.99,120,Black,800,40.17,10.7,False
Scythe Slipstream,,120,Black,1900,110.31,37,False
Kingwin CFBL-020LB,,200,White,800,31.21,19.87,False
NZXT FX V2,,140,Black / White,"[800, 2000]","[42.4, 106.1]","[20, 37]",False
Scythe Grand Flex,,120,Black / Gray,"[600, 2400]","[24.2, 96.8]","[13.5, 39.5]",True
Prolimatech Ultra Sleek Vortex,,120,White,"[400, 1300]",56,"[7, 13]",True
Coolink SWiF2-92P,,92,Black / Yellow,1100,,11.5,True
BitFenix Spectre Xtreme,,120,Black / Blue,"[950, 2000]",66,30,False
BitFenix Spectre Xtreme,,120,Black / Green,"[950, 2000]",66,30,False
BitFenix Spectre Xtreme,,120,Black / White,"[950, 2000]",66,30,False
Cougar CFD 4-Pack,,140,Orange,1000,64.5,17.89,False
Evercool FAN-ALED12025B,,120,Silver,2200,79.2,34,False
Evercool FAN-ALED12025B2,,120,Silver,2200,79.2,34,False
Evercool FAN-EC8020M12CA,,80,Black,2500,29.18,26,False
Zalman F1,,80,Black,"[1700, 3000]","[20.6, 36.5]","[20, 34.2]",False
EK Vardar F1,,140,Black / Gray,1150,64,26,True
EK Vardar F2,,140,Black / Gray,1600,84,31.6,True
EK Vardar F3-140ER,,140,Black,2000,108,40.7,True
EK Furious Vardar FF4,,140,Black,2500,144,48.4,True
VIVO FAN-V120B,,120,Blue,1200,43.2,19.8,False
Apevia S 2-Pack,,120,Black / Orange,1500,50.28,21.1,False
Apevia U 3-Pack,,120,Orange,1700,63.85,29.67,False
Apevia S 3-Pack,,120,Black / Orange,1500,50.28,21.1,False
Apevia U 5-Pack,,120,Orange,1700,63.85,29.67,False
Reeven Coldwing,,120,Yellow / Black,2000,106.7,36.6,False
Reeven Coldwing,,120,Yellow / Black,"[500, 2000]","[27.6, 106.7]","[4.3, 36.3]",True
Reeven Coldwing,,120,Yellow / Black,"[300, 1500]","[16.6, 82.1]","[4, 29.8]",True
Reeven Coldwing,,140,Yellow / Black,1200,65.2,23.2,False
Reeven Coldwing,,140,Yellow / Black,1700,92.4,36.4,False
Reeven Coldwing,,140,Yellow / Black,"[300, 1700]","[16.3, 92.4]","[5.8, 36.4]",True
Reeven Euros,,120,Black,800,30.2,12.9,False
Reeven Euros,,120,Black,"[500, 1200]","[18.8, 46.4]","[9.8, 22.3]",True
Reeven Euros,,120,Black,1600,62.1,31.8,False
Reeven Euros,,120,Black,"[500, 1600]","[18.8, 62.1]","[9.8, 31.8]",True
Reeven Euros,,120,Black,2000,77.8,38.3,False
Reeven Euros,,120,Black,"[800, 2000]","[30.2, 77.8]","[12.9, 38.3]",False
Xilence Performance C,,92,Black / Red,1800,32.1,22,True
Corsair HD120,,120,Black / White,"[800, 1725]",54.4,"[18, 30]",True
Deepcool UF,,80,White / Blue,"[900, 2200]",25.13,"[17.8, 24.7]",False
Deepcool Wind Blade,,80,Translucent Black,1800,21.8,20,False
Deepcool XFAN,,200,Black,700,86.57,26.3,False
Cooler Master MasterFan Pro Air Balance,,120,Black,"[650, 2500]","[42.7, 83.1]","[6, 36]",True
Cooler Master MasterFan Pro Air Pressure,,120,Black,"[650, 2750]","[35, 62.1]","[6, 36]",True
Nanoxia Deep Silence,,120,Black / Green,"[700, 1000]","[24.8, 55.4]","[8.1, 12.8]",False
Nanoxia Deep Silence,,140,Black / Green,"[800, 1100]","[52.4, 68.5]","[9.1, 14.4]",False
Nanoxia Deep Silence,,140,Black / Green,"[900, 1400]","[60.1, 76.5]","[10.5, 16.2]",False
Anidees AI Halo,,120,Black,1200,39.7,24.7,False
Anidees AI Halo,,120,Black,1200,39.7,24.7,False
Anidees AI Halo,,120,Black,1200,39.7,24.7,False
Rosewill RWCB-1612,,120,Black / Blue,"[500, 1500]",63.1,"[6.9, 26.2]",True
RIOTORO Cross-X Classic,,120,Black,1500,47,26.5,False
HBT+ AXE,,140,Black / White,"[600, 1200]","[40, 70]",23,True
ARCTIC BioniX F140,,140,Black / Green,1800,104,25.3,False
In Win AURORA 3-Pack,,120,Black / White,"[800, 2000]","[40.26, 57.64]","[23.7, 39.2]",True
BitFenix Spectre Pro,,140,Black / White,1200,86.73,22.8,False
Apevia C,9.99,120,Black / Green,1500,57.67,24.7,False
Apevia C,,120,Black / Pink,1500,57.67,24.7,False
In Win MARS,,120,Black / Red,"[600, 1400]",38.73,25,True
In Win MARS,,120,Black,"[600, 1400]",38.73,25,True
BitFenix Spectre Pro All White,,140,,1200,86.73,22.8,False
ID-COOLING SF-12025-RGB 3-Pack,,120,Black / Transparent,"[700, 1800]",74.5,"[18, 35.2]",True
Azza Hurricane Lite 3-Pack,,120,Black / White,1500,47,28.7,False
Silverstone FM,,80,White,"[1500, 3500]","[15, 36.87]","[18.1, 34.8]",False
Apevia 312L-DMC 3-Pack,,120,Black / Multicolor,1500,57.67,24.7,False
Apevia AF312L-SMC 3-Pack,,120,Black / Multicolor,1500,57.67,24.7,False
Apevia AF512L-BL 5-Pack,,120,Blue,1500,57.67,24.7,False
Apevia AF512L-RD 5-Pack,,120,Red,1500,57.67,24.7,False
BitFenix Spectre Pro All White,,230,White,900,156.27,25.6,False
Evercool Evergreen,,140,Green,1200,,,False
Evercool F-EC1238A1HBT-7,,120,Black,"[2550, 2750]","[114, 123]","[40, 45]",False
Evercool CL8035/LD3,,80,White,2300,23,26,False
Enermax D.F. Vegas Duo 2-Pack,,120,Black,"[800, 1500]","[33.21, 61.92]","[16, 22]",True
BitFenix Spectre Pro All White,,200,Clear / Blue,900,148.72,27.5,False
Fractal Design Silent LL,,120,Black,1200,41.8,24.8,False
Fractal Design Silent LL,,120,Black,1200,41.8,24.8,False
Azza Hurricane,,120,Black,1500,47,28.7,False
Cooler Master MasterFan Lite,,120,Black,1200,32,25,False
Cooler Master MasterFan Lite,,120,Black,1200,32,25,False
Fractal Design Silent LL,,140,Black,1200,47.1,23.3,False
Antec TRICOOL,,80,Transparent,,,,False
Silverstone FHP,,140,Black,"[500, 2000]","[43.75, 173.5]","[16.5, 41.5]",True
Rosewill RGBF-17003,,120,Clear,1200,41.9,23.2,False
Cougar Vortex,,120,,1200,36.72,24.3,False
Cougar Vortex,,120,Black / Red,1200,36.72,24.3,False
BitFenix Spectre Pro All White,,230,Clear,900,156.27,25.6,False
Gelid Solutions Silent TC,,92,Black / White,"[900, 2000]",37.89,"[11, 23.5]",False
Enermax T.B. RGB,,140,Black,"[500, 1200]",56.89,21,True
Anidees AI AUREOLA 3-Pack,,140,Black,1200,41.2,26.8,False
CRYORIG QF120 Balance,,120,Black / White,"[330, 1600]",59,"[10, 25]",True
CRYORIG QF120 Silent,,120,Black / White,"[200, 1000]",44,"[5, 19]",True
CRYORIG QF120 Performance,,120,Black / White,"[600, 2200]",83,"[13, 37]",True
Cooler Master MasterFan MFR RGB,,120,Black,"[650, 2000]",49,30,True
Aerocool LightWave,,120,Transparent,1800,35.7,25,True
Alpenföhn Wing Boost 3 ARGB,,120,White,"[700, 1600]",54.5,23.5,True
ARCTIC P8 TC,,80,Black,"[200, 3000]",23.4,,False
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,False
Fractal Design Venturi,,120,White / Black,"[1100, 1400]","[65.8, 83.4]","[19, 25.3]",False
Deepcool XFAN,,200,Black,700,86.57,26.3,False
Deepcool XFAN,,200,Black,700,86.57,26.3,False
Rosewill RFA-RL1201,,120,Black,1800,35.2,26.8,True
Cooler Master MasterFan SFR,,120,Black,"[650, 2000]",59,"[8, 30]",True
Antec TRICOOL,,120,Transparent,"[1200, 2000]","[39, 79]",,False
Cooler Master MasterFan MFL RGB,,120,Black,1200,32.5,25,False
In Win Sirius Loop ASL,,120,Black,"[500, 1800]",50,27,True
Bitspower NJord Dual Fin 3-Pack,,120,Black / White,"[800, 1800]","[53, 56.9]","[25, 28]",True
Enermax D.F. VEGAS,,120,Black / Blue,"[800, 1500]","[33.21, 61.92]","[16, 22]",True
Enermax D.F. Pressure,,120,Black,"[800, 2000]","[33.69, 85.43]","[16, 27]",True
Scythe Kaze Flex Slim,,120,Gray / Black,1800,50.79,30,True
GAMDIAS AEOLus M1,,120,Black,1500,45.2,31,False
Scythe Kaze Flex Slim,,120,Black / White,"[300, 1200]","[8.28, 33.86]","[2.7, 23.9]",True
CRYORIG Crona,,120,Black,"[400, 1700]",,"[16.5, 29.7]",True
CRYORIG Crona 3-Pack,,120,Black,"[400, 1700]",,"[16.5, 29.7]",True
CRYORIG Crona,,120,White,"[400, 1700]",,"[16.5, 29.7]",True
Cooler Master Silencio FP,,120,Black,1200,38,11,False
Scythe Kaze Flex,,140,Black / White,"[300, 1200]","[16.8, 67.2]","[4.19, 19.4]",True
Iceberg Thermal IceGALE,,120,Teal / White,"[500, 1850]",76,"[0, 35]",True
Iceberg Thermal IceGALE,19.99,140,Gray / White,"[500, 1600]",96,"[0, 36]",True
Iceberg Thermal IceGALE Xtra,,80,Teal / White,"[800, 3000]",37,"[0, 29]",True
Iceberg Thermal IceGALE Xtra,,80,Gray / White,"[800, 3000]",37,"[0, 29]",True
Iceberg Thermal IceGALE Xtra,,120,Teal / White,"[500, 3000]",127,"[0, 44]",True
Iceberg Thermal IceGALE Xtra,,140,Gray / White,"[500, 2500]",169,"[0, 47]",True
Iceberg Thermal IceGALE ARGB,,120,Teal / White,"[500, 2200]",94,"[0, 38]",True
Scythe Kaze Flex,,120,Black,"[300, 1800]","[16.6, 79.76]","[4, 35.8]",True
In Win Sirius Extreme ASE120P,,120,Black,"[400, 1500]",54,"[21, 25]",True
In Win Sirius Extreme Pure ASE120P,,120,White,"[400, 1500]",54,"[21, 25]",True
Scythe Kaze Flex ARGB,,120,Black / White,"[300, 1500]","[16.6, 66.47]","[4, 29.75]",True
Gelid Solutions Silent Pro 14 PWM,,140,Black / White,"[450, 1500]",,27.8,True
ID-COOLING CRYSTAL 120 WHITE,,120,White,"[500, 1500]",68.2,"[13.8, 30.5]",True
ID-COOLING ZF-14025-ARGB,,140,Black,"[800, 1600]",79.5,"[16.8, 36.5]",False
ID-COOLING DF-12025-RGB-TRIO 3-Pack,,120,Black,"[900, 2000]",56.5,"[16, 31.5]",True
ID-COOLING XF-12025-RGB (Single),,120,Black / White,"[700, 1800]",74.5,"[18, 35.2]",True
ID-COOLING XF-12025-RGB-SNOW,,120,White,"[700, 1800]",74.5,"[18, 35.2]",True
ID-COOLING XF-12025-RGB-TRIO 3-Pack,,120,Black / White,"[700, 1800]",74.5,"[18, 35.2]",True
ID-COOLING NO-12025-XT,,120,Black / White,"[700, 1800]",76.16,"[15.2, 32.5]",True
ID-COOLING NO-9215,,92,Black / White,"[700, 2500]",44.3,"[14, 33]",True
ID-COOLING WF-12025,,120,Black / White,"[700, 1800]",74.5,"[18, 35.2]",True
ID-COOLING WF-14025,,140,Black / White,"[800, 1600]",76.8,"[16.8, 32.6]",True
ID-COOLING WF-14025-XT WHITE,,140,Black / White,"[800, 1600]",76.8,"[16.8, 32.6]",True
ID-COOLING FL-12025,,120,Black / White,1250,45,21,False
ID-COOLING NO-8025-SD,,80,Black,2000,25.5,21,False
ID-COOLING NO-9225-SD,,92,Black,1500,28.5,20,False
ID-COOLING WF-12025-SD-K,,120,Black,1600,60,27.5,False
ID-COOLING WF-12025-SD-W,,120,Black / White,1600,60,27.5,False
ID-COOLING WF-12025-XT-B,,120,Black,"[600, 2200]",71.2,"[14, 35]",True
ID-COOLING WF-12025-XT-G,,120,Black,"[600, 2200]",71.2,"[14, 35]",True
ID-COOLING SF-12025-B,,120,Black,"[700, 1500]",62,"[18, 26.4]",True
ID-COOLING SF-12025-G,,120,Black,"[700, 1500]",62,"[18, 26.4]",True
Fractal Design Venturi HP,,120,Black / White,1800,61.4,31.7,True
Scythe Wonder Snail 120,,120,Black,"[350, 1200]","[8.01, 37.73]","[4, 18.6]",True
Scythe Wonder Snail 120,,120,Black,"[350, 1800]","[8.01, 51.68]","[4, 22.9]",True
Scythe Kaze Flex II Slim,,120,Black,"[300, 1200]","[8.16, 32]","[2.58, 21.3]",True
Iceberg Thermal IceGALE ARGB 3-Pack,,120,Teal / White,"[500, 2200]",94,"[0, 38]",True
Gelid Solutions Silent 8,,80,Black,1600,21,18.9,False
