name,price,style,switches,backlit,tenkeyless,connection_type,color
Xtrfy XG1-R-LED-UK,,Standard,Cherry MX Red,White,False,Wired,Black
Cooler Master MasterKeys Pro S,,Standard,Cherry MX Blue,RGB,True,Wired,Black
1STPLAYER FIRE ROSE MK3,,Gaming,Outemu Blue,RGB,False,Wired,White
Gigabyte AORUS K7,,Gaming,Cherry MX Red,RGB,False,Wired,Gray
HP HyperX Alloy Elite RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Tesoro Gram Spectrum (Black w/Red Switches),,Gaming,Tesoro Agile Red,RGB,False,Wired,Black
Tecware Phantom RGB TKL,,Gaming,Outemu Brown,RGB,True,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Speed Silver,RGB,True,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX White,RGB,False,Wired,Black
Ducky Shine 7 Blackout RGB,,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Redragon K555-RGB,,Gaming,Outemu Blue,RGB,False,Wired,Black
Wooting Two Lekker Edition,,Gaming,Lekker linear65,RGB,False,Wired,Blue / White
Corsair K65 RGB MINI HINT OF MINT,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Green / White
Ducky One 3 Matcha,,Standard,Cherry MX Blue,,True,Wired,Beige / Green
Corsair K70 RGB PRO,,Gaming,Corsair OPX,RGB,False,Wired,White / Silver
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,False,Wired,Black
Razer BlackWidow V4 Pro,,Gaming,Razer Yellow,RGB,False,Wired,Black
Logitech Y-UY95,79.99,Gaming,,,False,Wired,Black
Thermaltake POSEIDON Z RGB,93.09,Gaming,Kailh Brown,RGB,False,Wired,Black
Logitech K380,,Mini,,,True,Bluetooth Wireless,Blue
Cherry G84-4100LCMUS-2,70.92,Slim,Cherry ML,,False,Wired,Black
IOGEAR Tacturus RF Desktop,,Slim,,,False,Wireless,Black
ROCCAT Suora FX,248.38,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Corsair K70 RGB PRO,,Gaming,Cherry MX Silent,RGB,False,Wired,Black
Kinesis Gaming Freestyle2,89.0,Ergonomic Split,,,True,Wired,Black
EVGA Z10 (Kailh Brown),89.95,Gaming,Kailh Brown,Red,False,Wired,Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Blue,RGB,True,Wired,Black
Deco Gear DGMECHBRD100,59.99,Gaming,Outemu Blue,RGB,False,Wired,Black
Logitech Wave Pro Desktop,409.28,Ergonomic,,,False,Wireless,Black
AZIO Large Print Tri-Color Illuminated Keyboard,29.5,Ergonomic,,Multicolor,False,Wired,Black
Adesso Waterproof Flex Keyboard,19.1,Slim,,,False,Wired,Black
Cooler Master MasterKeys MK750 (MX Blue),,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Kinesis Gaming Freestyle Pro Quiet,169.0,Ergonomic Split,Cherry MX Silent Red,,True,Wired,Black
Kinesis Gaming Freestyle2 Blue,99.0,Ergonomic Split,,,True,"Wired, Bluetooth Wireless",Black
SIIG JK-US0012-S1,16.71,Standard,,,False,Wired,Black
Gigabyte KM7580,,Slim,,,False,Wireless,Black
Microsoft B2L-00002,238.03,Ergonomic,,,False,Wired,Black
Adesso WKB-4400UB,80.34,Standard,,,False,Wireless,Black
Adesso WKB-3100UB,41.48,Mini,,,True,Wireless,Black
Thermaltake Commander Bundle,,Gaming,,Blue,False,Wired,Black / Silver
Adesso AKB-630UB,27.95,Standard,,,False,Wired,Black
ROCCAT Horde AIMO,67.98,Gaming,,RGB,False,Wired,Gray
SolidTek KB-730BU,60.0,Mini,,,False,Wired,Black
Logitech EX 100 Cordless Desktop,69.98,Standard,,,False,Wireless,Black
Lenovo Preferred Pro USB Keyboard,,Standard,,,False,Wired,Black
Logitech K310,175.84,Standard,,,False,Wired,Black
Filco Majestouch-2,145.0,Standard,Cherry MX Blue,,True,Wired,Black
Filco Majestouch-2,147.51,Standard,Cherry MX Black,,True,Wired,Black
Adesso Antimicrobial Waterproof Flex Keyboard,17.98,Mini,,,False,Wired,Black
Corsair K70 LUX,,Gaming,Cherry MX Brown,Red,False,Wired,Black
Zalman ZM-K300M,,Gaming,,,False,Wired,Black
Cooler Master CK530,,Gaming,Gateron Brown,RGB,True,Wired,Black
Ducky One 3 Matcha,,Standard,Cherry MX Speed Silver,,True,Wired,Beige / Green
Corsair K60 RGB Pro,,Gaming,Corsair OPX,RGB,True,Wired,Black
Logitech K200,,Standard,,,False,Wired,Black
Razer Blackwidow Ultimate Dragon Age II Edition,,Gaming,Cherry MX Blue,Red,False,Wired,Black
Razer Lycosa,,Gaming,,Blue,False,Wired,Black
Razer BlackWidow Ultimate,,Gaming,Cherry MX Blue,Blue,False,Wired,Black
Razer TRON,,Gaming,,Blue,False,Wired,Black
Cooler Master Storm QuickFire Rapid,,Gaming,Cherry MX Blue,,True,Wired,Gray / Black
Corsair Vengeance K60,,Gaming,Cherry MX Red,,False,Wired,Black / Gray
SteelSeries Merc Stealth,,Ergonomic,,,False,Wired,Black
SteelSeries Shift Medal of Honor Edition,,Gaming,,,False,Wired,Black
Microsoft Sidewinder X4 (UK Layout),,Standard,,,False,Wired,Black
Razer BlackWidow 2013,,Gaming,Cherry MX Blue,,False,Wired,Black
Razer BlackWidow Tournament Edition,,Gaming,Cherry MX Blue,,True,Wired,Black
Razer DeathStalker,,Gaming,,Green,False,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,White,False,Wired,Pink / White
Panasonic iKey,386.5,Slim,,Red,False,Wired,Black
Dell 469-4060,,Standard,,,False,Wired,Black
GAMDIAS HERMES,,Gaming,Cherry MX Blue,Red,False,Wired,Black
Razer Blackwidow 2014,,Gaming,Razer Green,,False,Wired,Black
Razer Blackwidow Ultimate 2014 Stealth Edition,,Gaming,Razer Orange,Green,False,Wired,Black
Cooler Master CM Storm Devastator Gaming Bundle,,Gaming,,Red,False,Wired,Black
Corsair K95 RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Logitech Keyboard and Mouse,,Ergonomic,,,False,Wireless,Black
Aula SHIHUNZAN,,Gaming,,Blue,False,Wired,Black
Rii Mini i8,,Mini,,,True,Wireless,Black / White
SteelSeries Apex M800,,Gaming,SteelSeries QS1,RGB,False,Wired,Black
Microsoft Wired Desktop 400 UK,,Standard,,,False,Wired,Black
Razer DeathStalker Chroma,,Gaming,,RGB,False,Wired,Black
Razer BlackWidow Tournament Edition Chroma,,Gaming,Razer Green,RGB,True,Wired,Black
Corsair K70,,Gaming,Cherry MX Brown,Red,False,Wired,Black
SMK-Link VP3810,,Standard,,,False,Wired,Black
Ducky Ducky Shine 5 RGB,,Gaming,Cherry MX Blue,RGB,False,Wired,Black
EagleTec KG010,,Gaming,Outemu Blue,Blue,False,Wired,Black
EagleTec KG011,,Gaming,Outemu Blue,Blue,False,Wired,White
Corsair STRAFE MX Silent,,Gaming,Cherry MX Silent,Red,False,Wired,Black
Cooler Master Lite L,,Gaming,,RGB,False,Wired,Black
Cooler Master MasterKeys Pro L,,Standard,Cherry MX Brown,White,False,Wired,Black
Corsair K70 LUX RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Razer BlackWidow Chroma V2,,Gaming,Razer Yellow,RGB,False,Wired,Black
Microsoft EKZ-00001,,Slim,,,False,Wireless,Gray
SteelSeries Apex M750,,Gaming,SteelSeries QX2 Red,RGB,False,Wired,Black
Dell U473D,,Standard,,,False,Wired,Black
Zalman ZM-K600S,19.99,Standard,,,False,Wired,Black
Gigabyte FORCE K83,,Standard,Cherry MX Red,,False,Wired,Black
SteelSeries Apex M500,,Standard,Cherry MX Red,Blue,False,Wired,Black
HP HyperX Alloy Elite,,Gaming,Cherry MX Brown,Red,False,Wired,Black
HAVIT HV-KB380L,,Gaming,,Multicolor,False,Wired,Black
Tecware Phantom RGB,,Gaming,Outemu Brown,RGB,False,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Black,RGB,True,Wired,White / Black
Leopold FC980CEW,,Standard,Topre 45g,,False,Wired,Beige / Gray
Redragon K552-N,,Standard,Outemu Blue,,True,Wired,Black
Topre Realforce RGB,,Gaming,Topre 45g,RGB,False,Wired,Black
Corsair K83,,Standard,,White,True,Wireless,Gray
Ducky One 2 (MX Brown),,Gaming,Cherry MX Brown,Blue,False,Wired,Black
Ducky One 2 (MX Blue),,Gaming,Cherry MX Blue,Blue,False,Wired,Black
AUKEY KM-G9,,Standard,Outemu Blue,,True,Wired,Black
Velocifire VM01,,Standard,Outemu Brown,White,False,Wired,Black
iKBC CD108,,Gaming,Cherry MX Brown,,False,Wired,Black
Trust GXT 890 CADA RGB,,Gaming,Outemu Red,RGB,False,Wired,Black
Cooler Master CK550,,Gaming,Gateron Red,RGB,False,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Brown,,False,Wired,Black
GameSir GK300-GY,,Gaming,TTC Blue,White,False,Wireless,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,False,Wired,Black
Asus TUF Gaming K7,,Gaming,Optical-mech Linear,RGB,False,Wired,Black
Corsair K65 RGB MINI WATERMELON BLAST,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Pink / Green
Logitech G413 SE,,Gaming,Kailh LT Brown,White,True,Wired,Black
Razer Pro Type Ultra - ES,,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Keychron K5 SE,,Slim,Keychron Optical Mint Low Profile,White,False,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK,,Standard,Keychron K Pro Red,,False,"Wired, Wired",Translucent Black
Keychron V6 QMK,,Standard,Keychron K Pro Brown,,False,"Wired, Wired",Black
DROP MDX-31827-11,196.0,Gaming,Kailh Silver Speed,RGB,True,"Wired, Wired",Black
Cherry G84-4100LCMUS-0,75.65,Mini,Cherry ML,,False,Wired,White
Kensington Pro Fit,24.99,Standard,,,False,Wireless,Black
AZIO MK RETRO,89.99,Standard,Kailh Blue,,False,Wired,Black / Silver
Tripp Lite IN3010KB,,Slim,,,False,Wireless,White
Cooler Master MK730,,Gaming,Cherry MX Blue,RGB,True,Wired,Black
Verbatim 99789,26.36,Standard,,White,False,Wired,Black
Kensington K72357US,31.99,Slim,,,False,Wired,Black
HP DT527A#ABA,29.99,Standard,,,False,Wired,Black
EVGA Z10 (Kailh Blue),117.47,Gaming,Kailh Blue,Red,False,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Brown,RGB,True,Wired,Black
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,False,Wired,Black
Microsoft Wireless Desktop 2000,,Ergonomic,,,False,Wireless,Black
Logitech Call of Duty: MW3 Edition,143.27,Gaming,,Green,False,Wired,Black
A4Tech 3100N,47.1,Standard,,,False,Wireless,Black
Filco Ninja Majestouch-2,160.0,Standard,Cherry MX Red,,False,Wired,Black
Logitech Desktop MK120-TAA LOG920004218,44.97,Standard,,,False,Wired,Black
Zalman K400G,23.36,Gaming,,Red,False,Wired,Black
Perixx 10532,35.09,Mini,,,True,Wireless,Black
Adesso SlimTouch 110,29.99,Slim,,Multicolor,True,Wired,Black
Kensington K72357USA,31.99,Slim,,,False,Wired,Black
Adesso SlimTouch 510,27.71,Standard,,,False,Wired,Black
Logitech G410 Atlas Spectrum,199.95,Gaming,Romer-G Tactile,RGB,True,Wired,Black
Razer BlackWidow Chroma Call of Duty: Black Ops III Edition,199.99,Gaming,Razer Green,RGB,False,Wired,Black
Adesso WKB-4040UB,64.99,Mini,,,True,Wireless,Black
IOGEAR KeyMander KORE,190.0,Gaming,,RGB,True,Wired,Black
Kensington K72344US,35.99,Slim,,,False,Wireless,Black
Mistel BAROCCO MD770,181.99,Ergonomic,Cherry MX Red,RGB,True,Wired,Black
Kinesis Gaming Freestyle Edge,199.0,Ergonomic Split,Cherry MX Brown,RGB,True,Wired,Black
Das Keyboard 4C,139.0,Gaming,Cherry MX Brown,,True,Wired,Black
Asus TUF Gaming K3,,Gaming,Kailh Brown,RGB,False,Wired,Black
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Redragon KALA K557,,Gaming,Outemu Blue,RGB,False,Wired,Black
Microsoft E6K-00001,,Standard,,,False,Wireless,Black
Adesso AKB-310UB,42.99,Mini,,,True,Wired,Black
Adesso AKB-131HB,,Standard,,,False,Wired,Black
Ergoguys CD-1038,34.95,Ergonomic,,,False,Wired,Black
Adesso AKB-110B,25.49,Mini,,,True,Wired,Black
Cherry G84-5500LUMEU-0,330.0,Standard,,,False,Wired,Gray
Lenovo Keyboard,65.0,Standard,,,False,Wired,Black
V7 KC0A1-4N6P Keyboard,49.0,Standard,,,False,Wired,Black
Microsoft Wedge Mobile Keyboard For Business,257.65,Mini,,,True,Bluetooth Wireless,Black
i-rocks RF-6577L-BK,36.99,Slim,,,False,Wireless,Black / Silver
Perixx PERIBOARD-409H,24.99,Mini,,,False,Wired,Black
Adesso SlimTouch 120 - 3-Color Illuminated Compact Multimedia Keyboard,29.99,Standard,,Multicolor,False,Wired,Black
Cougar ATTACK X3 (MX Red),,Gaming,Cherry MX Red,RGB,False,Wired,Black / White
Cooler Master SK630,,Gaming,Cherry MX Low Profile Red,RGB,True,Wired,Black
Adesso AKB-132HB,19.23,Standard,,,False,Wired,Black
ROCCAT Horde,213.88,Gaming,,Blue,False,Wired,Black
Thermaltake Level 20 RGB Titanium,139.99,Gaming,Cherry MX Blue,RGB,False,Wired,Silver / Black
Tesoro Lobera Spectrum,,Gaming,Kailh Blue,RGB,False,Wired,Black
Tempest Diablo,,Gaming,Content Red,RGB,False,Wired,Black
Logitech G715,,Gaming,GX Red,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Silver
Keychron V6 QMK Knob,,Standard,Keychron K Pro Brown,,False,"Wired, Wired",Translucent Black
Razer Anansi,,Gaming,,,False,Wired,Black
Microsoft Desktop 400,,Standard,,,False,Wired,Black
Microsoft Natural Ergonomic Keyboard 4000,,Ergonomic,,,False,Wired,Black
Rosewill RK-200,,Standard,,,False,Wired,Black
Logitech K100,,Slim,,,False,Wired,Black
Rosewill RK-101,,Standard,,,False,Wired,Black
Gigabyte GK-K8100-RED,,Gaming,,,False,Wired,Red
KeyTronic E06101P1,,Standard,,,False,Wired,Beige
Verbatim 97472,,Mini,,,True,Wireless,Black
Saitek Eclipse III,,Standard,,Multicolor,False,Wired,Black
Gateway KR-0401,,Standard,,,False,Wireless,Black / Gray
Kensington K64370,,Standard,,,False,Wired,Black
Fujitsu FPCKD38A1P,,Mini,,,True,Bluetooth Wireless,Black
SteelSeries 6GV/2,,Standard,Cherry MX Red,,False,Wired,Black
Ducky DK9008 Shine II (M Edition),,Standard,Cherry MX Brown,White,False,Wired,Black
Ducky Year of the Dragon,,Standard,Cherry MX Red,Blue,True,Wired,Black
Filco Majestouch-2,,Standard,Cherry MX Brown,,True,Wired,Black
MSI GK-601,,Gaming,Cherry MX Red,,False,Wired,Black / Yellow
HP QY449AA#ABA,,Standard,,,False,Wireless,Black
Samsung Keyboard,,Slim,,,True,Bluetooth Wireless,Black
Ducky DK9008 Shine 3 Red LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Red,False,Wired,Black
Ducky DK9087 Shine 3 TKL White LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,White,True,Wired,Black
Keycool 180 Key White,,Standard,Cherry MX Blue,Multicolor,False,Wired,White
A4Tech KRS-85,,Standard,,,False,Wired,Black
Perixx PERIBOARD-510H PLUS,49.99,Mini,,,False,Wired,Black
ROCCAT Ryos MK Pro,,Gaming,Cherry MX Black,Blue,False,Wired,Black
Cobra E-Blue Mazer,,Gaming,Cherry MX Blue,Blue,False,Wired,Black / Blue
HP PS/2 Keyboard (QY774AA),,Standard,,,False,Wired,Black
ROCCAT Ryos MK Pro,,Gaming,Cherry MX Brown,Blue,False,Wired,Black
Genius KB-110X,,Standard,,,False,Wired,Black
Logitech K810,,Slim,,White,True,Bluetooth Wireless,Black
Cooler Master QuickFire Rapid-i,,Standard,Cherry MX Brown,White,True,Wired,Black / White
Topre Realforce 87U,,Slim,Topre Variable Silent,Blue,True,Wired,Black
Topre Realforce 104UB,,Standard,Topre Variable,,False,Wired,Black
Cooler Master CM Storm Trigger Z,,Gaming,Cherry MX Blue,Blue,False,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Corsair K95,,Gaming,Cherry MX Red,White,False,Wired,Black
Zowie CELERITAS,,Standard,Cherry MX Brown,,False,Wired,Black
Azza Poseidon,,Gaming,,Red,False,Wired,Black / Red
Aula BE FIRE SI-859,,Gaming,,Multicolor,False,Wired,Black
Corsair STRAFE,,Gaming,Cherry MX Red,Red,False,Wired,Black
BlueFinger CM200,,Gaming,,Multicolor,False,Wired,Black
Vortex POK3R,,Mini,Cherry MX Brown,,False,Wired,Black
Corsair K70,,Gaming,Cherry MX Red,Red,False,Wired,Black
Corsair K70,,Gaming,Cherry MX Red,Blue,False,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Corsair K95 RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Genius Scorpion K5,,Gaming,,RGB,False,Wired,Black / Gray
A4Tech B120,,Gaming,,Red,False,Wired,Black
ROCCAT Isku FX,,Gaming,,Multicolor,False,Wired,White
Logitech K480,,Slim,,,False,Bluetooth Wireless,Black / Green
G.Skill RIPJAWS KM780R RGB,,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Cooler Master MasterKeys Pro L,,Standard,Cherry MX Brown,RGB,False,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,True,Wired,Black
Asus Cerberus Arctic,,Gaming,,Multicolor,False,Wired,White / Black
Corsair K70 LUX RGB,,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Razer Chroma Blackwidow Professional,,Gaming,Razer Green,RGB,False,Wired,Black
FNATIC Rush Pro Gaming,,Gaming,Cherry MX Red,Red,False,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Brown,,True,Wired,Black
SHARKOON Skiller Pro Plus,,Gaming,,Multicolor,False,Wired,Black
ROCCAT SOVA MK,,Gaming,TTC Brown,Blue,True,Wired,Black
Razer Blackwidow Tournament Edition Stealth,,Gaming,Razer Orange,White,True,Wired,Black
Logitech MK550,66.98,Ergonomic,,,False,Wireless,Black
Cooler Master MasterSet MS120 (US),,Gaming,,RGB,True,Wired,Black
Cooler Master MasterKeys S (MX Speed Silver),,Gaming,Cherry MX Speed Silver,,True,Wired,Black
Cooler Master MasterKeys MK750 (MX Brown),,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Cooler Master MasterKeys Pro S White (MX Brown),,Standard,Cherry MX Brown,White,True,Wired,Black
Cooler Master MasterKeys Pro M White (MX Brown),,Standard,Cherry MX Brown,White,False,Wired,Black
Ducky Shine 6,,Standard,Cherry MX Blue,,False,Wired,Black
HP HyperX Alloy Elite RGB,,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Logitech G513 Silver,,Gaming,Romer-G Tactile,RGB,False,Wired,Silver / Black
MSI VIGOR GK70,,Gaming,Cherry MX Red,RGB,True,Wired,Black
Ducky Rainbow One White,,Standard,Cherry MX Green,,True,Wired,White
Tecware Phantom RGB TKL,,Gaming,Outemu Red,RGB,True,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Speed Silver,RGB,False,Wired,Black
HP Sequencer,,Gaming,,RGB,False,Wired,Black
Tesoro Excalibur Spectrum,,Gaming,Kailh Brown,RGB,False,Wired,Black
Cooler Master MK730,,Gaming,Cherry MX Red,RGB,True,Wired,Black
Ducky ONE2 SKYLINE,,Gaming,Cherry MX Brown,,True,Wired,Black
Redragon K551-R,,Gaming,Outemu Blue,RGB,False,Wired,Black
AUKEY KM-G3-US,,Gaming,Outemu Blue,RGB,False,Wired,Silver / Black
Drevo BladeMaster PRO,,Gaming,Cherry MX Red,RGB,True,Wireless,Gray
FNATIC miniSTREAK RGB,,Gaming,Cherry MX Red,RGB,True,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Silent Red,,False,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Black,RGB,True,Wired,Black
Corsair K65 RGB MINI BERRY WAVE,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Blue / White
MSI Vigor GK50 Low Profile,,Gaming,Kailh Low Profile,RGB,False,Wired,Black / Silver
Varmilo Miya68-C Panda R2,,Standard,EC Daisy V2,White,True,Wired,Black / White
Keychron C2,,Standard,Gateron G Pro Blue,White,False,Wired,Black / White
Corsair K70 RGB PRO,,Gaming,Corsair OPX,RGB,False,Wired,Black
Razer Pro Type Ultra - NO,,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,,Gaming,GX Red,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Silver
Keychron K5 SE,,Slim,Keychron Optical Blue Low Profile,White,False,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Red Low Profile,RGB,True,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK Knob,,Standard,Keychron K Pro Red,,False,"Wired, Wired",Translucent Black
Logitech K780,64.98,Slim,,,False,Wireless,Black
Rosewill NEON K75 V2,46.27,Gaming,Kailh Blue,RGB,False,Wired,Black
Cherry G80-11900LUMEU-0,146.91,Mini,Cherry MX Black,,False,Wired,Gray
Nixeus MK-BN15,,Gaming,Kailh Brown,,True,Wired,Black / Gray
Microsoft WS2-00025,81.0,Standard,,,False,Bluetooth Wireless,Gray
HP Slim,49.99,Slim,,,False,Wireless,Black
Das Keyboard 4 root,149.0,Gaming,Cherry MX Brown,,False,Wired,Black
Microsoft Natural Keyboard Elite,269.95,Ergonomic,,,False,Wired,Black
Cherry G84-5200LCMEU-2,98.65,Standard,Cherry ML,,False,Wired,Black
Cherry G83-6104,136.36,Standard,,,False,Wired,Gray
Logitech K750 Keyboard,48.87,Slim,,,False,Wireless,Silver / Black
Perixx PERIBOARD-407B,19.98,Mini,,,False,Wired,Black
Das Keyboard 4 Professional for Mac,169.0,Standard,Cherry MX Blue,,False,Wired,Black / Red
Kensington Pro Fit,,Standard,,,False,Wired,Black
Cooler Master MasterSet MS120 (IT),,Gaming,,RGB,False,Wired,Black
Ducky ONE2 SKYLINE,,Gaming,Cherry MX Brown,,False,Wired,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Brown,RGB,True,Wired,Black
ROCCAT Horde AIMO,99.99,Gaming,,RGB,False,Wired,White / Black
Das Keyboard 4 root,149.0,Gaming,Cherry MX Blue,,False,Wired,Black
Lenovo USB Smartcard,29.99,Standard,,,False,Wired,Black
Kensington K64406US,31.89,Standard,,,False,Wired,White
Microsoft Natural Keyboard Elite,259.95,Ergonomic,,,False,Wired,Beige
Logitech K250,147.88,Standard,,,False,Wireless,Black
Microsoft Natural Elite,259.95,Ergonomic,,,False,Wired,White
HP FK218AA#ABA,198.81,Mini,,,False,Wired,Black
Adesso AKB-440UB,53.46,Slim,,,False,Wired,Black
IOGEAR GKM502,,Standard,,,False,Wired,Silver / Black
V7 KC0A2-4L3P Keyboard,19.48,Standard,,,False,Wired,Black
Filco Ninja Majestouch-2,119.95,Standard,Cherry MX Black,,False,Wired,Black
Dell KM632,208.7,Standard,,,False,Wireless,Black
Zalman K500,,Mini,Kailh Red,,True,Wired,Black
Logitech Wireless All-in-One Keyboard TK820,224.85,Slim,,,True,Wireless,Black
Perixx 10165,54.99,Slim,,,False,Wired,Black
Microsoft Digital Media Pro,243.49,Ergonomic,,,False,Wired,Black / Silver
GameMax Click,,Gaming,,Multicolor,False,Wired,Black
Adesso AKB-450UBw,65.17,Ergonomic,,,False,Wired,Black
Targus AKB30US,21.24,Standard,,,False,Wired,Black
Das Keyboard 5QS,199.0,Gaming,Gamma Zulu Tactile,RGB,False,Wired,Black
Keychron K5 SE,,Slim,Keychron Optical Banana Low Profile,White,False,"Wired, Bluetooth Wireless",Black / Gray
SolidTek KB-260ABU-SP,23.5,Standard,,,False,Wired,Black
HP RC465AA#ABA,49.99,Standard,,,False,Wired,Silver / Black
Microsoft 3TJ-00001,187.53,Ergonomic,,,False,Wired,Black
Kensington Pro Fit,27.0,Standard,,,False,Wired,Black
Microsoft Wireless Desktop 3000,79.98,Standard,,,False,Wireless,Black
Microsoft 5SH-00001,38.99,Standard,,,False,Wireless,Black
Cherry G84-4420LUBEU-0,164.0,Slim,Cherry ML,,False,Wired,Gray
Adesso AKB-410UB,53.92,Mini,,,True,Wired,Black
Cherry G83-6644LUAEU-2,59.0,Standard,,,False,Wired,Black
Cherry G86-71410EUADAA,159.99,Standard,,,False,Wired,Black
Cherry Ultraslim 4400 Series,160.38,Slim,Cherry ML,,False,Wired,Black
HP FK221AT#ABA,139.59,Mini,,,False,Wired,Black
Cherry G84-5400LUMEU-2,140.99,Slim,Cherry ML,,False,Wired,Black
Logitech Fold-Up Keyboard,26.45,Mini,,,True,Bluetooth Wireless,Black
Fellowes 98915,44.99,Ergonomic,,,False,Wired,Black
SolidTek Keyboard,78.11,Standard,,,False,Wired,Black
Microsoft PL2 Wedge Mobile Keyboard,169.99,Mini,,,True,Bluetooth Wireless,Black
Microsoft L2 Sculpt Comfort Keyboard,80.25,Ergonomic,,,False,Wireless,Black
SteelSeries Apex [RAW],,Gaming,,White,False,Wired,Black
Adesso Antimicrobial Waterproof Flex Keyboard,22.33,Slim,,,True,Wired,Black
matias Laptop Pro for Mac,159.95,Mini,ALPS White,,True,Wired,Black / Silver
Perixx PERIDUO-707B PLUS,29.99,Standard,,,True,Wireless,Black
HP K1500,22.99,Standard,,,False,Wired,Black
Das Keyboard Professional S for Mac,119.0,Standard,Cherry MX Blue,,False,Wired,Black
Thermaltake Knucker Team DK Edition,39.98,Gaming,,,False,Wired,Red / White
Turtle Beach IMPACT 500,107.96,Standard,Cherry MX Blue,,True,Wired,Black
Monoprice 11795,,Slim,,Blue,False,Wired,Black
Nixeus MK-BL15,,Gaming,Kailh Blue,,True,Wired,Black / Gray
Ducky One 2 RGB,,Standard,Cherry MX Silent,RGB,False,Wired,Black
Adesso AKB-160UB,30.29,Ergonomic,,,False,Wired,Black
Adesso WKB-3150UB,59.16,Ergonomic,,,True,Wireless,Black
SIIG JK-WR0T12-S1,24.99,Standard,,,False,Wireless,Black
ROCCAT Suora,79.25,Gaming,TTC Brown,Blue,False,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Blue,RGB,True,Wired,Black
Asus TUF Gaming K3,,Gaming,Kailh Blue,RGB,False,Wired,Gunmetal
Keychron K2 Plastic,,Standard,Gateron G Pro Brown,RGB,True,Wireless,Black / Gray
DROP MDX-31827-8,200.0,Gaming,Kailh Halo Clear,RGB,True,"Wired, Wired",Black
DROP MDX-22176-14,210.0,Gaming,Cherry MX Brown,RGB,True,"Wired, Wired",Gray
Gigabyte GK-K8100-YEL,,Gaming,,,False,Wired,Yellow
Microsoft JWD-00046,,Standard,,,False,Wired,Black
HP DT528A#ABA,33.33,Standard,,,False,Wired,Black / Silver
Microsoft Keyboard 400,,Standard,,,False,Wired,Black
Microsoft Keyboard 200,,Standard,,,False,Wired,Black
Razer Arctosa,,Standard,,,False,Wired,Black
Thermaltake eSPORTS Challenger Ultimate,,Gaming,,,False,Wired,Black
