name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill Value 8 GB,21.97,"[4, 2400]","[2, 4]",2.746,Black,14.167,17.0
G.Skill Aegis 4 GB,14.79,"[4, 2400]","[1, 4]",3.697,Black / Red,12.5,15.0
Kingston FURY Beast RGB 32 GB,74.98,"[4, 3200]","[1, 32]",2.343,Black / Silver,10.0,16.0
Kingston HyperX Fury 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,12.5,10.0
G.Skill TridentZ RGB 32 GB,250.62,"[4, 4000]","[2, 16]",7.832,Black,8.0,16.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,71.98,"[4, 4000]","[2, 8]",4.499,White,9.0,18.0
Patriot Viper Steel RGB 64 GB,118.99,"[4, 3200]","[2, 32]",1.859,Black,11.25,18.0
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,"[4, 3600]","[2, 8]",2.374,Red / Black,10.0,18.0
OLOy MD4U323216DJDA 64 GB,121.99,"[4, 3200]","[2, 32]",1.906,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 32 GB,82.99,"[5, 5200]","[2, 16]",2.593,Black,15.385,40.0
Neo Forza Trinity 32 GB,334.99,"[5, 6400]","[2, 16]",10.468,Black,12.5,40.0
Kingston FURY Renegade 16 GB,52.74,"[4, 3600]","[1, 16]",3.296,Black,8.889,16.0
GeIL Orion AMD Edition 16 GB,37.99,"[4, 3200]","[2, 8]",2.374,Gray,10.0,16.0
Patriot Viper Steel RGB 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,Black,11.25,18.0
Corsair Vengeance RGB Pro 16 GB,64.98,"[4, 3000]","[2, 8]",4.061,White,10.0,15.0
Crucial Ballistix 32 GB,,"[4, 3600]","[2, 16]",,Black,8.889,16.0
Crucial CT51264BA160BJ 4 GB,,"[3, 1600]","[1, 4]",,Black / Green,13.75,11.0
OLOy OWL 16 GB,,"[4, 3200]","[2, 8]",,Orange,10.0,16.0
PROXMEM KERBEROS 32 GB,,"[4, 3600]","[2, 16]",,Black / Silver,7.778,14.0
G.Skill Trident Z5 RGB 32 GB,114.99,"[5, 5600]","[2, 16]",3.593,White / Black,10.714,30.0
Corsair Dominator Platinum RGB 64 GB,242.99,"[5, 5600]","[2, 32]",3.797,Black,14.286,40.0
Corsair Vengeance LPX 128 GB,269.99,"[4, 2666]","[4, 32]",2.109,Black / Yellow,12.003,16.0
G.Skill Trident Z Royal 32 GB,229.0,"[4, 3600]","[2, 16]",7.156,Gold,8.889,16.0
Corsair Vengeance RGB Pro SL 64 GB,169.99,"[4, 3600]","[2, 32]",2.656,Black,10.0,18.0
Kingston FURY Renegade 32 GB,120.03,"[4, 4000]","[2, 16]",3.751,Black,9.5,19.0
Corsair Vengeance LP 16 GB,79.98,"[3, 1600]","[2, 8]",4.999,Black / Yellow,12.5,10.0
Corsair ValueSelect 4 GB,14.99,"[4, 2400]","[1, 4]",3.748,Black,13.333,16.0
Kingston ValueRAM 16 GB,37.75,"[4, 3200]","[1, 16]",2.359,,13.75,22.0
Crucial Ballistix Sport 1 GB,9.25,"[3, 1600]","[1, 1]",9.25,Black / Silver,12.5,10.0
G.Skill Trident Z Neo 128 GB,352.81,"[4, 3200]","[4, 32]",2.756,Black / Silver,10.0,16.0
TEAMGROUP T-Create Expert 32 GB,149.99,"[5, 7200]","[2, 16]",4.687,White,9.444,34.0
G.Skill Ripjaws V 32 GB,68.98,"[4, 2400]","[2, 16]",2.156,Red,12.5,15.0
G.Skill Trident Z Royal Elite 64 GB,,"[4, 4000]","[2, 32]",,Silver,9.0,18.0
Kingston FURY Renegade 16 GB,54.3,"[4, 2666]","[2, 8]",3.394,Black,9.752,13.0
GeIL Polaris 32 GB,86.99,"[5, 5600]","[2, 16]",2.718,Black,16.429,46.0
G.Skill Trident Z 16 GB,,"[4, 3200]","[2, 8]",,Silver / White,10.0,16.0
GeIL Orion RGB AMD Edition 16 GB,39.99,"[4, 3600]","[2, 8]",2.499,Gray,10.0,18.0
Kingston FURY Renegade 16 GB,358.67,"[4, 5133]","[2, 8]",22.417,Black,7.793,20.0
Corsair Dominator Platinum RGB 128 GB,414.99,"[4, 3200]","[4, 32]",3.242,Black,10.0,16.0
ADATA XPG CASTER RGB 32 GB,126.99,"[5, 6000]","[2, 16]",3.968,Black / Silver,13.333,40.0
Corsair Vengeance RGB Pro 8 GB,34.99,"[4, 3200]","[1, 8]",4.374,Black,10.0,16.0
G.Skill Ripjaws V 8 GB,22.99,"[4, 2666]","[1, 8]",2.874,Red / Black,14.254,19.0
Micron MT8JTF51264AZ-1G6E1 4 GB,19.98,"[3, 1600]","[1, 4]",4.995,Black / Green,13.75,11.0
AMD R7 Performance 8 GB,,"[4, 2400]","[1, 8]",,Black / Red,12.5,15.0
G.Skill Trident Z Royal 16 GB,,"[4, 5333]","[2, 8]",,Gold,8.251,22.0
TEAMGROUP T-Force Vulcan 32 GB,94.99,"[5, 6400]","[2, 16]",2.968,Red,12.5,40.0
Corsair Vengeance RGB RT 64 GB,174.99,"[4, 3200]","[2, 32]",2.734,Black,10.0,16.0
Patriot Viper Elite II 64 GB,114.99,"[4, 3600]","[2, 32]",1.797,Red / Black,11.111,20.0
Corsair Dominator Platinum RGB 16 GB,119.99,"[4, 4000]","[2, 8]",7.499,White,9.5,19.0
G.Skill Ripjaws V 16 GB,,"[4, 4000]","[2, 8]",,Black,7.0,14.0
Corsair Vengeance RGB Pro SL 16 GB,69.98,"[4, 3600]","[2, 8]",4.374,Black,10.0,18.0
PNY XLR8 Gaming EPIC-X RGB 32 GB,69.99,"[4, 3200]","[2, 16]",2.187,White,10.0,16.0
Crucial CT2K16G52C42U5 32 GB,94.99,"[5, 5200]","[2, 16]",2.968,Black,16.154,42.0
Kingston FURY 32 GB,142.06,"[5, 5600]","[1, 32]",4.439,White,14.286,40.0
Silicon Power SP016GBLFU266X02 16 GB,,"[4, 2666]","[1, 16]",,,14.254,19.0
ADATA XPG LANCER RGB 16 GB,,"[5, 6000]","[1, 16]",,Black,13.333,40.0
G.Skill Ripjaws 4 16 GB,,"[4, 3000]","[2, 8]",,Blue,10.0,15.0
ADATA XPG Z1 16 GB,,"[4, 2400]","[2, 8]",,Red / Black,13.333,16.0
TEAMGROUP Elite Plus 16 GB,,"[4, 2400]","[2, 8]",,Black / Gold,13.333,16.0
Mushkin Enhanced Redline Stiletto 32 GB,79.99,"[4, 3200]","[2, 16]",2.5,Black,8.75,14.0
Silicon Power SP016GBLFU266X22 16 GB,,"[4, 2666]","[2, 8]",,,14.254,19.0
Timetec PINNACLE Konduit 16 GB,35.99,"[4, 3200]","[2, 8]",2.249,Black,10.0,16.0
Corsair Dominator Platinum 32 GB,848.0,"[4, 3200]","[2, 16]",26.5,Black / Silver,10.0,16.0
G.Skill Ripjaws V 128 GB,467.18,"[4, 3200]","[4, 32]",3.65,Red,8.75,14.0
Crucial CT8G4DFS8213 8 GB,35.0,"[4, 2133]","[1, 8]",4.375,Black / Green,14.065,15.0
Patriot Viper Elite II 8 GB,22.99,"[4, 4000]","[1, 8]",2.874,Red / Black,10.0,20.0
Corsair Vengeance 48 GB,159.99,"[5, 5600]","[2, 24]",3.333,Black,14.286,40.0
Corsair Dominator Platinum 16 GB,,"[4, 2400]","[2, 8]",,Black / Silver,8.333,10.0
Crucial Ballistix Sport LT 8 GB,,"[4, 2666]","[1, 8]",,Red / Black,12.003,16.0
Corsair Vengeance RGB Pro 64 GB,,"[4, 3200]","[4, 16]",,White,10.0,16.0
Corsair Vengeance LPX 16 GB,,"[4, 5000]","[2, 8]",,Black / Yellow,7.2,18.0
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,White,14.286,40.0
Mushkin Redline Lumina 32 GB,94.99,"[4, 4133]","[2, 16]",2.968,Black,9.194,19.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"[5, 6000]","[2, 16]",,Black,12.667,38.0
G.Skill Ripjaws V 16 GB,94.99,"[4, 4000]","[2, 8]",5.937,Black,8.0,16.0
TEAMGROUP Team T-Force aTF10D416G3600HC18JDC01XTREEM ARGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF10D416G3600HC18JDC01 16 GB,59.99,"[4, 3600]","[2, 8]",3.749,Black,10.0,18.0
TEAMGROUP T-Create Classic 64 GB,114.99,"[4, 3200]","[2, 32]",1.797,Silver,13.75,22.0
Neo Forza MARS 16 GB,49.99,"[4, 4400]","[2, 8]",3.124,Gray / Black,8.636,19.0
OLOy Blade RGB 64 GB,,"[5, 5600]","[2, 32]",,White,12.857,36.0
TEAMGROUP T-Force Delta RGB 32 GB,112.99,"[5, 6200]","[2, 16]",3.531,Black,12.258,38.0
Corsair Vengeance LPX 8 GB,24.99,"[4, 2400]","[1, 8]",3.124,Black / Yellow,11.667,14.0
ADATA XPG LANCER RGB 32 GB,169.19,"[5, 5200]","[2, 16]",5.287,White,14.615,38.0
TEAMGROUP T-Force Delta RGB 16 GB,46.51,"[4, 3200]","[2, 8]",2.907,White,10.0,16.0
Patriot Signature Line 16 GB,49.99,"[5, 4800]","[2, 8]",3.124,Black,16.667,40.0
G.Skill Trident Z RGB 32 GB,83.99,"[4, 3000]","[2, 16]",2.625,Black,10.667,16.0
TEAMGROUP T-Force Vulcan Z 8 GB,,"[4, 3200]","[1, 8]",,Gray,10.0,16.0
Crucial Ballistix Sport 4 GB,39.7,"[3, 1600]","[1, 4]",9.925,Black / Silver,11.25,9.0
Patriot Viper 4 32 GB,,"[4, 3200]","[2, 16]",,Red / Black,10.0,16.0
G.Skill Trident Z Neo 32 GB,209.99,"[4, 4000]","[2, 16]",6.562,Black / Silver,8.0,16.0
Silicon Power SP032GBLFU320X02 32 GB,,"[4, 3200]","[1, 32]",,,13.75,22.0
G.Skill Ripjaws V 64 GB,240.89,"[4, 3600]","[2, 32]",3.764,Black,8.889,16.0
Samsung M393B2G70DB0-YK0 16 GB,28.99,"[3, 1600]","[1, 16]",1.812,Black / Green,13.75,11.0
Crucial CT16G52C42U5 16 GB,46.99,"[5, 5200]","[1, 16]",2.937,Black,16.154,42.0
Patriot Viper Elite II 32 GB,59.99,"[4, 3600]","[2, 16]",1.875,Red / Black,11.111,20.0
G.Skill Trident Z Royal 32 GB,187.71,"[4, 3200]","[4, 8]",5.866,Silver,10.0,16.0
G.Skill Ripjaws S5 64 GB,169.99,"[5, 5200]","[2, 32]",2.656,Black,13.846,36.0
ADATA XPG SPECTRIX D41 32 GB,,"[4, 3200]","[2, 16]",,Gray,10.0,16.0
GeIL EVO POTENZA 16 GB,,"[4, 2400]","[2, 8]",,Red,13.333,16.0
Samsung M386A8K40BM1-CRC4Q 64 GB,,"[4, 2400]","[1, 64]",,Green / Black,14.167,17.0
Klevv BOLT X 8 GB,,"[4, 3200]","[1, 8]",,Black,10.0,16.0
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,195.0,"[4, 3200]","[2, 8]",12.188,Black,10.0,16.0
OLOy Blade RGB 32 GB,,"[5, 7200]","[2, 16]",,Black,8.889,32.0
G.Skill Ripjaws 32 GB,89.99,"[5, 4800]","[2, 16]",2.812,Black / Silver,14.167,34.0
G.Skill Ripjaws 64 GB,103.99,"[4, 3200]","[2, 32]",1.625,Blue / Black,13.75,22.0
G.Skill Trident Z5 RGB 32 GB,114.99,"[5, 5600]","[2, 16]",3.593,Black,10.714,30.0
G.Skill Ripjaws S5 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,Black,10.714,30.0
Kingston FURY Renegade 16 GB,82.8,"[5, 6000]","[1, 16]",5.175,White / Silver,10.667,32.0
TEAMGROUP Elite Plus 32 GB,74.98,"[5, 4800]","[2, 16]",2.343,Silver,16.667,40.0
Kingston FURY Beast 32 GB,124.23,"[5, 6000]","[1, 32]",3.882,Black / Silver,13.333,40.0
TEAMGROUP T-Create Expert 96 GB,409.99,"[5, 6800]","[2, 48]",4.271,Black,10.588,36.0
ADATA XPG SPECTRIX D50 32 GB,183.0,"[4, 3200]","[1, 32]",5.719,Black,10.0,16.0
Corsair Vengeance LPX 32 GB,,"[4, 3600]","[2, 16]",,Black / Yellow,8.889,16.0
V-Color Manta XPrism RGB 32 GB,238.28,"[5, 7200]","[2, 16]",7.446,Silver,10.0,36.0
Corsair Vengeance 64 GB,179.99,"[5, 4400]","[2, 32]",2.812,Black / Gray,16.364,36.0
ADATA XPG GAMMIX D45 32 GB,100.77,"[4, 3600]","[2, 16]",3.149,Black,10.0,18.0
Kingston HyperX Fury RGB 32 GB,,"[4, 3200]","[4, 8]",,Black,10.0,16.0
Silicon Power SP032GBSFU320X22 32 GB,48.79,"[4, 3200]","[2, 16]",1.525,,13.75,22.0
Mushkin Redline 32 GB,89.85,"[4, 3200]","[2, 16]",2.808,White,8.75,14.0
Corsair Vengeance RGB Pro 32 GB,403.8,"[4, 3600]","[2, 16]",12.619,Black,7.778,14.0
TEAMGROUP Dark Pro 8PACK Edition 32 GB,,"[4, 3600]","[2, 16]",,Black,8.889,16.0
Corsair Vengeance RGB Pro 32 GB,149.99,"[4, 3600]","[4, 8]",4.687,Black,10.0,18.0
Corsair Dominator Platinum RGB 32 GB,139.99,"[5, 5200]","[2, 16]",4.375,Gray / Black,15.385,40.0
G.Skill Trident Z RGB 64 GB,,"[4, 3600]","[2, 32]",,Black,8.889,16.0
TEAMGROUP Elite 16 GB,39.99,"[5, 5600]","[1, 16]",2.499,Black,16.429,46.0
G.Skill Trident Z RGB 16 GB,,"[4, 2400]","[2, 8]",,Black,12.5,15.0
G.Skill Trident Z Royal 16 GB,87.99,"[4, 4266]","[2, 8]",5.499,Silver,8.908,19.0
G.Skill Value 16 GB,,"[4, 2666]","[2, 8]",,Black,14.254,19.0
Kingston ValueRAM 2 GB,12.4,"[2, 667]","[1, 2]",6.2,Green,14.993,5.0
ADATA XPG GAMMIX D45 8 GB,,"[4, 3600]","[1, 8]",,Black,10.0,18.0
Corsair XMS2 4 GB,,"[2, 800]","[2, 2]",,Black / Blue,12.5,5.0
G.Skill Ripjaws V 8 GB,34.99,"[4, 3200]","[2, 4]",4.374,Red,10.0,16.0
G.Skill Ripjaws S5 32 GB,,"[5, 5200]","[2, 16]",,Black,10.769,28.0
Crucial CT2K32G4LFQ4213 64 GB,,"[4, 2133]","[2, 32]",,Black / Green,14.065,15.0
G.Skill TridentZ RGB 16 GB,127.28,"[4, 4000]","[2, 8]",7.955,Black,8.5,17.0
Corsair Vengeance Pro 16 GB,,"[3, 2400]","[2, 8]",,Black / Red,9.167,11.0
ADATA AD3U1600W8G11-R 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
Crucial Ballistix Sport 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
GeIL Dragon RAM 8 GB,,"[4, 3333]","[2, 4]",,White / Gold,9.601,16.0
Apacer Panther-Golden 8 GB,,"[4, 2666]","[1, 8]",,Black / Gold,12.003,16.0
Corsair Vengeance LPX 16 GB,,"[4, 3000]","[2, 8]",,Black / Yellow,10.667,16.0
G.Skill Ripjaws V 16 GB,39.99,"[4, 2400]","[2, 8]",2.499,Silver,12.5,15.0
G.Skill Trident Z5 RGB 32 GB,109.99,"[5, 6000]","[2, 16]",3.437,Silver / Black,13.333,40.0
OLOy Blade RGB 16 GB,99.99,"[4, 3600]","[2, 8]",6.249,Silver,7.778,14.0
Kingston FURY Beast RGB 16 GB,46.58,"[4, 3200]","[1, 16]",2.911,Black,10.0,16.0
Kingston Fury Renegade RGB 16 GB,118.77,"[5, 6000]","[1, 16]",7.423,Silver / Black,10.667,32.0
G.Skill Ripjaws V 256 GB,486.35,"[4, 2666]","[8, 32]",1.9,Red,14.254,19.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"[4, 3600]","[2, 16]",,Black,10.0,18.0
G.Skill Trident Z5 32 GB,,"[5, 6000]","[2, 16]",,Black / Silver,12.0,36.0
Patriot Viper Elite II 4 GB,,"[4, 2666]","[1, 4]",,Red / Black,12.003,16.0
Patriot Viper 4 8 GB,,"[4, 3000]","[2, 4]",,Black / Red,10.667,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,,"[4, 3000]","[2, 8]",,Red / Black,10.667,16.0
Crucial Ballistix 32 GB,,"[4, 3600]","[2, 16]",,White,8.889,16.0
PROXMEM UNDERWORLD TUF 32 GB,104.99,"[5, 5600]","[2, 16]",3.281,Black / Gray,10.0,28.0
G.Skill Flare X5 48 GB,149.99,"[5, 6000]","[2, 24]",3.125,Black,13.333,40.0
Patriot Signature 16 GB,24.99,"[3, 1600]","[2, 8]",1.562,Black,13.75,11.0
TEAMGROUP T-Force Delta RGB 16 GB,59.99,"[4, 3600]","[2, 8]",3.749,White,7.778,14.0
Lexar Hades RGB 32 GB,69.98,"[4, 3600]","[2, 16]",2.187,Black,10.0,18.0
TEAMGROUP Elite 16 GB,36.99,"[5, 4800]","[1, 16]",2.312,Black,16.667,40.0
TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,Black / Silver,14.286,40.0
Silicon Power SU016GBLFU266BD2J6 16 GB,30.99,"[4, 2666]","[2, 8]",1.937,Gray,14.254,19.0
Kingston Fury Renegade RGB 16 GB,55.43,"[4, 4000]","[2, 8]",3.464,Black / Silver,9.5,19.0
Corsair Vengeance RGB 32 GB,134.99,"[5, 6200]","[2, 16]",4.218,Black,11.613,36.0
G.Skill Trident Z Neo 128 GB,799.0,"[4, 3600]","[4, 32]",6.242,Black / Silver,8.889,16.0
TEAMGROUP Elite Plus 32 GB,69.98,"[5, 4800]","[1, 32]",2.187,Silver,16.667,40.0
Crucial CT2K8G4DFS8266 16 GB,59.95,"[4, 2666]","[2, 8]",3.747,Green,14.254,19.0
Corsair Vengeance RGB 16 GB,384.36,"[4, 3000]","[2, 8]",24.023,Black,10.667,16.0
TEAMGROUP Elite Plus 16 GB,59.99,"[5, 5200]","[2, 8]",3.749,Black,16.154,42.0
Crucial Ballistix RGB 16 GB,,"[4, 3200]","[2, 8]",,White,10.0,16.0
Crucial CT2K16G48C40S5 32 GB,80.99,"[5, 4800]","[2, 16]",2.531,Black,16.667,40.0
G.Skill Trident Z RGB 32 GB,224.99,"[4, 3600]","[2, 16]",7.031,Black,7.778,14.0
G.Skill Trident Z 32 GB,115.26,"[4, 3600]","[2, 16]",3.602,Black / White,9.444,17.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"[5, 6400]","[2, 16]",,Black,12.5,40.0
Neo Forza MARS 64 GB,104.99,"[4, 3000]","[2, 32]",1.64,Gray / Black,10.0,15.0
Corsair Vengeance RGB 32 GB,294.54,"[5, 5600]","[2, 16]",9.204,Black,12.857,36.0
Kingston FURY Beast 16 GB,36.99,"[4, 2666]","[1, 16]",2.312,Black,12.003,16.0
Corsair ValueSelect 16 GB,34.99,"[4, 2133]","[1, 16]",2.187,Black,14.065,15.0
G.Skill Trident Z Neo 32 GB,,"[4, 3600]","[4, 8]",,Silver / Black,8.889,16.0
Kingston FURY Renegade 64 GB,173.27,"[4, 3600]","[2, 32]",2.707,Black,10.0,18.0
Kingston FURY Renegade 16 GB,240.0,"[4, 5000]","[2, 8]",15.0,Black,7.6,19.0
TEAMGROUP T-Force Vulcan Z 8 GB,43.91,"[4, 2666]","[1, 8]",5.489,Black,13.503,18.0
Crucial Ballistix Sport LT 16 GB,,"[4, 3000]","[2, 8]",,Silver / Black,10.0,15.0
Kingston HyperX Fury 16 GB,,"[4, 3200]","[1, 16]",,Black,10.0,16.0
Silicon Power SP008GLSTU160N02 8 GB,10.97,"[3, 1600]","[1, 8]",1.371,Green,13.75,11.0
TEAMGROUP T-Create Expert 64 GB,117.99,"[4, 3200]","[2, 32]",1.844,Gray,10.0,16.0
TEAMGROUP T-Create Expert 48 GB,209.99,"[5, 7200]","[2, 24]",4.375,Black,9.444,34.0
Corsair Vengeance LPX 32 GB,164.99,"[4, 4000]","[4, 8]",5.156,Black / Yellow,9.5,19.0
Patriot Viper Elite II 32 GB,54.99,"[4, 3200]","[2, 16]",1.718,Red / Black,11.25,18.0
Kingston FURY 32 GB,153.88,"[5, 5200]","[2, 16]",4.809,White,15.385,40.0
G.Skill Trident Z5 RGB 32 GB,,"[5, 6000]","[2, 16]",,Black,13.333,40.0
Corsair Vengeance RGB RS 64 GB,164.99,"[4, 3200]","[2, 32]",2.578,Black / Gray,10.0,16.0
G.Skill Trident Z RGB 32 GB,459.0,"[4, 4266]","[4, 8]",14.344,Black,7.97,17.0
Kingston Fury Renegade RGB 16 GB,112.11,"[4, 4600]","[2, 8]",7.007,Black / Silver,8.261,19.0
G.Skill Trident Z5 RGB 48 GB,159.99,"[5, 6000]","[2, 24]",3.333,Black,13.333,40.0
G.Skill Ripjaws V 16 GB,38.99,"[4, 2400]","[2, 8]",2.437,Red,14.167,17.0
TEAMGROUP T-Force Xtreem ARGB 256 GB,499.99,"[4, 3200]","[8, 32]",1.953,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 64 GB,189.99,"[5, 5600]","[2, 32]",2.969,White / Silver,12.857,36.0
Kingston ValueRAM 8 GB,39.45,"[5, 4800]","[1, 8]",4.931,Green,16.667,40.0
G.Skill FORTIS 16 GB,143.0,"[4, 2400]","[2, 8]",8.938,Black / Red,12.5,15.0
G.Skill Trident Z Royal 16 GB,84.99,"[4, 3200]","[2, 8]",5.312,Gold,10.0,16.0
Kingston FURY Beast RGB 8 GB,50.62,"[5, 5600]","[1, 8]",6.327,Black,14.286,40.0
Kingston HyperX Fury 8 GB,,"[4, 2666]","[2, 4]",,Black / White,11.253,15.0
Apacer AU 8 GB,,"[4, 3200]","[1, 8]",,Black,13.75,22.0
TEAMGROUP T-Create Expert 64 GB,169.99,"[5, 6000]","[2, 32]",2.656,White,11.333,34.0
Kingston FURY 32 GB,163.27,"[5, 6000]","[2, 16]",5.102,White,13.333,40.0
G.Skill Ripjaws S5 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,White,10.714,30.0
Silicon Power SP064GBSVU480F22 64 GB,129.04,"[5, 4800]","[2, 32]",2.016,,16.667,40.0
G.Skill Sniper 16 GB,167.56,"[3, 2400]","[2, 8]",10.473,Black / Red,9.167,11.0
Kingston FURY Renegade 32 GB,232.75,"[5, 6800]","[2, 16]",7.273,White / Silver,10.588,36.0
Mushkin Enhanced Redline Stiletto 32 GB,61.99,"[4, 3200]","[2, 16]",1.937,Black,10.0,16.0
GeIL Polaris RGB SYNC 32 GB,184.99,"[5, 7200]","[2, 16]",5.781,Black,10.0,36.0
Kingston ValueRAM 16 GB,57.0,"[5, 4800]","[1, 16]",3.562,Green,16.667,40.0
G.Skill NT 4 GB,,"[4, 2400]","[1, 4]",,Black,12.5,15.0
Corsair Vengeance LED 16 GB,,"[4, 3200]","[2, 8]",,Black / White,10.0,16.0
ADATA XPG GAMMIX D10 16 GB,,"[4, 2666]","[2, 8]",,Black / White,12.003,16.0
ADATA XPG GAMMIX D10 16 GB,,"[4, 3200]","[2, 8]",,Black / Silver,10.0,16.0
Corsair Vengeance RGB Pro 128 GB,,"[4, 4000]","[4, 32]",,Black,9.0,18.0
Mushkin Enhanced Redline Stiletto 64 GB,159.99,"[4, 3200]","[2, 32]",2.5,Black,8.75,14.0
Corsair Vengeance RGB 32 GB,154.99,"[5, 6600]","[2, 16]",4.843,Black,11.515,38.0
Silicon Power SP008GLLTU160N02 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Corsair Vengeance RGB RT 128 GB,344.99,"[4, 3600]","[4, 32]",2.695,Black,10.0,18.0
Corsair Vengeance LPX 16 GB,39.99,"[4, 3200]","[2, 8]",2.499,Black,11.25,18.0
Kingston Server Premier 32 GB,89.29,"[4, 2666]","[1, 32]",2.79,,14.254,19.0
Kingston FURY Beast 16 GB,67.38,"[5, 5200]","[1, 16]",4.211,Black,13.846,36.0
G.Skill Trident Z RGB 256 GB,1159.0,"[4, 2666]","[8, 32]",4.527,Black,13.503,18.0
Corsair Vengeance LPX 64 GB,,"[4, 3200]","[4, 16]",,Black / Yellow,10.0,16.0
Crucial CT64G4LFQ424A 64 GB,,"[4, 2400]","[1, 64]",,Black / Green,14.167,17.0
Crucial Ballistix Elite 32 GB,,"[4, 3600]","[4, 8]",,Black,8.889,16.0
Corsair Dominator Platinum RGB 128 GB,666.09,"[4, 3200]","[4, 32]",5.204,Black,10.0,16.0
Gigabyte AORUS RGB 16 GB,,"[4, 3200]","[2, 8]",,Gray,10.0,16.0
Crucial Ballistix 8 GB,,"[4, 3200]","[1, 8]",,Black,10.0,16.0
Crucial CT4K16G4DFD8266 64 GB,239.99,"[4, 2666]","[4, 16]",3.75,Green,14.254,19.0
G.Skill Trident Z Royal 32 GB,179.99,"[4, 3600]","[2, 16]",5.625,Silver,8.889,16.0
G.Skill Ripjaws Z 32 GB,283.0,"[3, 2400]","[4, 8]",8.844,,9.167,11.0
Corsair Vengeance LPX 128 GB,355.55,"[4, 3600]","[4, 32]",2.778,Black,10.0,18.0
TEAMGROUP T-Force Vulcan Z 16 GB,44.99,"[4, 4000]","[2, 8]",2.812,Red,9.0,18.0
G.Skill Ripjaws V 16 GB,174.62,"[4, 3200]","[2, 8]",10.914,Black,10.0,16.0
G.Skill Trident Z Royal Elite 64 GB,,"[4, 3600]","[4, 16]",,Silver,8.889,16.0
TEAMGROUP Elite Plus 16 GB,37.99,"[5, 5200]","[1, 16]",2.374,Silver,16.154,42.0
Corsair Vengeance 8 GB,49.99,"[3, 1600]","[2, 4]",6.249,Black / Yellow,11.25,9.0
Kingston FURY 64 GB,,"[5, 5600]","[4, 16]",,White,14.286,40.0
Corsair Vengeance LPX 16 GB,,"[4, 3000]","[2, 8]",,White,10.0,15.0
Corsair Vengeance LPX 8 GB,,"[4, 2133]","[2, 4]",,Black / Yellow,14.065,15.0
Corsair Vengeance LED 64 GB,878.82,"[4, 3200]","[4, 16]",13.732,Black / Blue,10.0,16.0
Kingston ValueRAM 8 GB,23.48,"[4, 2666]","[1, 8]",2.935,Green,14.254,19.0
Corsair Dominator Platinum 64 GB,,"[4, 3466]","[4, 16]",,Black / Silver,9.233,16.0
Kingston HyperX Fury 16 GB,,"[4, 3000]","[2, 8]",,Black / Silver,10.0,15.0
ADATA XPG SPECTRIX D60G 16 GB,,"[4, 3600]","[2, 8]",,White,10.0,18.0
TEAMGROUP T-Force Dark Za 16 GB,,"[4, 3200]","[2, 8]",,Black,10.0,16.0
Mushkin Redline Lumina 16 GB,62.37,"[4, 3600]","[2, 8]",3.898,White,7.778,14.0
TEAMGROUP Xtreem ARGB 32 GB,,"[4, 3200]","[2, 16]",,White,8.75,14.0
G.Skill Trident Z Neo 128 GB,309.99,"[4, 3600]","[4, 32]",2.422,Silver / Black,10.0,18.0
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,"[4, 3600]","[2, 32]",1.844,Red,10.0,18.0
Patriot Viper Elite II 32 GB,52.99,"[4, 2666]","[2, 16]",1.656,Red / Black,12.003,16.0
Patriot Viper 3 16 GB,25.49,"[3, 1600]","[2, 8]",1.593,Black / Silver,12.5,10.0
Patriot Signature 16 GB,42.99,"[5, 4800]","[1, 16]",2.687,Black,16.667,40.0
TEAMGROUP Elite 32 GB,54.99,"[4, 3200]","[1, 32]",1.718,Black,13.75,22.0
Corsair Vengeance RGB 32 GB,,"[5, 5600]","[2, 16]",,Black / Gray,12.857,36.0
ADATA XPG SPECTRIX D50 32 GB,113.29,"[4, 3200]","[2, 16]",3.54,Black,10.0,16.0
G.Skill Value 64 GB,,"[4, 2666]","[2, 32]",,Black,14.254,19.0
