name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sennheiser SH350IP,,Supra-aural,"[150, 6.8]",True,False,Closed,Black / Silver
Sennheiser U 320,,Circumaural,"[70, 15]",True,False,Closed,Black / Blue
Skullcandy S2FFCM-065,,In Ear,"[20, 20]",True,False,Closed,Black / Red
Skullcandy S2FFDM-042,,In Ear,"[20, 20]",True,False,Closed,Black / Orange
Skullcandy S2FFDM-083,,In Ear,"[20, 20]",True,False,Closed,Black / Yellow
Skullcandy S2FFDM-145,,In Ear,"[20, 20]",True,False,Closed,Black / Gold
Skullcandy S2FFFA-003,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Skullcandy S2FFFA-075,,In Ear,"[20, 20]",True,False,Closed,Black / White
Skullcandy S2FFFM-034,,In Ear,"[20, 20]",True,False,Closed,Black / Red
Skullcandy S2FFFM-059,,In Ear,"[20, 20]",True,False,Closed,Black / Red
Skullcandy S2FFFM-074,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Skullcandy S2FFFM-075,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Skullcandy S2FFFM-256,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Skullcandy S2FFFM-259,,In Ear,"[20, 20]",True,False,Closed,Black / Blue
Skullcandy S2FFFM-289,,In Ear,"[20, 20]",True,False,Closed,Blue / White
Skullcandy S2FFFM-319,,In Ear,"[20, 20]",True,False,Closed,Black / Green
Skullcandy S2FXDM-008,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Skullcandy S2FXDM-075,,In Ear,"[20, 20]",True,False,Closed,Black / Silver
Skullcandy S2FXFM-312,,In Ear,"[20, 20]",True,False,Closed,Black / Blue
Skullcandy S2HMCY-003,,In Ear,"[5, 22]",True,False,Closed,Black
Skullcandy S2HMCY-016-1,,In Ear,"[5, 22]",True,False,Closed,Black
Skullcandy S2IKDY-003,,In Ear,"[5, 22]",True,False,Closed,Black
Skullcandy S2IKDY-010,,In Ear,"[5, 22]",True,False,Closed,Black / Red
Skullcandy S2IKDZ-058,,In Ear,"[5, 22]",True,False,Closed,Multicolor
Skullcandy S2IKFY-074,,In Ear,"[5, 22]",True,False,Closed,Black / White
Skullcandy S2INCZ-036,,In Ear,"[20, 20]",False,False,Closed,Pink / Black
Skullcandy S2INCZ-040,,In Ear,"[20, 20]",False,False,Closed,Pink / Black
Skullcandy S2INCZ-045,,In Ear,"[20, 20]",False,False,Closed,Pink / Black
Skullcandy S2INCZ-049,,In Ear,"[20, 20]",False,False,Closed,Pink / Black
Skullcandy S2INCZ-058,,In Ear,"[20, 20]",False,False,Closed,Pink / Black
Skullcandy S2INDY-045,,In Ear,,True,False,Closed,Black / Silver
Skullcandy S2INDY-134,,In Ear,,True,False,Closed,Black / Pink
Sony MW600,,Earbud,,True,True,Closed,Black / White
Sony 162219,,Circumaural,,False,False,Closed,Black
Sony 163120478651,,Supra-aural,,False,False,Closed,Black
Sony 777786204211,,Supra-aural,,False,False,Closed,Black
Sony ASONMDRNC100K1,,Earbud,,False,False,Closed,Black
Sony DRNC201IP,,Supra-aural,"[8, 23]",False,False,Closed,Black
Sony MDR-222KD/BLK,,Supra-aural,"[14, 20]",False,False,Closed,Black
Sony MDR-AS200 BK,,Earbud,"[17, 22]",False,False,Closed,Black
Sony MDR-AS20J,,Earbud,"[18, 22]",False,False,Closed,Black
Sony MDR-E828LP/SLV,,Earbud,"[12, 22]",False,False,Closed,Black / Silver
Sony MDR-EX10LP/DPK,,In Ear,"[8, 22]",False,False,Closed,Pink
Sony MDR-IF245RK,,Supra-aural,"[10, 24]",False,False,Closed,Black
Sony MDR-J10/BLUE,,Earbud,"[20, 20]",False,False,Closed,Blue
Sony MDR-J10/BLUE,,Earbud,"[20, 20]",False,False,Closed,Green
Sony MDR-MA300,,Supra-aural,"[10, 24]",False,False,Open,Black
Sony MDR-NC22/BLK,,Earbud,"[8, 22]",False,False,Closed,Black / Silver
Sony MDR-NC7/BLK,,Supra-aural,"[30, 20]",False,False,Open,Black / Silver
Sony MDR-Q68LW,,Supra-aural,"[16, 24]",False,False,Closed,Black
Sony MDR-V250V,,Supra-aural,"[18, 22]",False,False,Closed,Black
Sony MDR-V55/WHI,,Supra-aural,"[5, 25]",False,False,Closed,White
Sony MDR-W08L,,Earbud,"[20, 20]",False,False,Closed,Black
Sony MDR-X05/BR,,Supra-aural,"[4, 24]",False,False,Closed,Red / Black
Sony MDR-X05/WS,,Supra-aural,"[4, 24]",False,False,Closed,White
Sony MDR-X10/RED,,Supra-aural,"[3, 29]",False,False,Closed,White / Red
Sony MDR-XD200,,Supra-aural,"[10, 22]",False,False,Closed,Black / Silver
Sony MDR-ZX300/BLK,,Supra-aural,"[10, 24]",False,False,Closed,Black
Sony MDR-ZX500,,Circumaural,"[8, 25]",False,False,Closed,Black
Sony MDR-ZX700,,Supra-aural,"[5, 40]",False,False,Closed,Black
Sony MDR210LP,,Supra-aural,"[14, 20]",False,False,Closed,Black
Sony MDR222KD/PIN,,Supra-aural,"[14, 20]",False,False,Closed,Pink / Black
Sony MDR-570LP/BLK,,Supra-aural,"[12, 22]",False,False,Closed,Black
Sony MDRAS200/ORG,,Earbud,"[17, 22]",False,False,Closed,Black / Orange
Sony MDRAS200BL,,Earbud,"[17, 22]",False,False,Closed,Black / Blue
Sony MDRAS200G,,Earbud,"[17, 22]",False,False,Closed,Black / Green
Sony MDRAS200O,,Earbud,"[17, 22]",False,False,Closed,Black / Orange
Sony MDRAS200PK,,Earbud,"[17, 22]",False,False,Closed,Pink / Black
Sony MDRAS200W,,Earbud,"[17, 22]",False,False,Closed,White
Sony MDRAS20J/WHI,,Earbud,,False,False,Closed,White
Sony MDR-XB500,,Supra-aural,"[4, 24]",False,False,Closed,Black / Silver
Sony MDRAS30G,,Supra-aural,"[14, 23]",False,False,Closed,Black / Silver
Sony MDRAS35W,,In Ear,"[18, 22]",False,False,Closed,Black / Silver
Sony MDRDS6500,,Circumaural,"[12, 22]",False,True,Closed,Black / Silver
Sony MDR-ED12LP/RED,,In Ear,"[8, 22]",False,False,Closed,Black / Red
Sony MDREX37B/BLU,,Earbud,"[6, 23]",False,False,Closed,Black / Blue
Sony MDREX37B/RED,,Earbud,"[6, 23]",False,False,Closed,Black / Blue
Sony MDR-G45LP,,Supra-aural,"[16, 20]",False,False,Closed,Black
Sony MDRJ10/WHITE,,Earbud,"[20, 20]",False,False,Closed,White
Sony MDR-J10/BLACK,,Earbud,"[20, 20]",False,False,Closed,Black
Sony MDRMA100,,Supra-aural,"[12, 22]",False,False,Closed,Black
Sony MDRMA900,,Circumaural,"[5, 40]",False,False,Open,Black
Sony MDRNC40,,Supra-aural,"[14, 22]",False,False,Closed,Black
